Iteration	Posterior	Likelihood	Prior	q_01	q_10	root_frequencies[1]	root_frequencies[2]
25110	-47.62629	-48.40694	0.780653	0.07215578	0.2085701	0.879109	0.120891
25111	-46.33455	-47.86654	1.531993	0.06338376	0.1517448	0.35726	0.64274
25112	-46.32996	-47.86196	1.531993	0.06338376	0.1517448	0.436141	0.563859
25113	-47.44671	-49.86348	2.416773	0.07359286	0.07017443	0.0738602	0.92614
25114	-48.02551	-50.22647	2.200959	0.0847496	0.07387967	0.462924	0.537076
25115	-47.26753	-49.06428	1.796741	0.0847496	0.1033029	0.673038	0.326962
25116	-47.14729	-48.81453	1.667237	0.0847496	0.1135351	0.779972	0.220028
25117	-45.81377	-47.80184	1.988063	0.0545605	0.1251526	0.43507	0.56493
25118	-47.03445	-48.67761	1.643169	0.03732069	0.1846968	0.56493	0.43507
25119	-47.32125	-49.52655	2.205297	0.01712018	0.183763	0.43507	0.56493
25120	-47.64332	-49.88957	2.246253	0.01405247	0.191463	0.660652	0.339348
25121	-47.84027	-49.51921	1.678945	0.02445052	0.2111038	0.464624	0.535376
25122	-46.94641	-48.66798	1.721562	0.03596893	0.1801452	0.204715	0.795285
25123	-47.0315	-48.96604	1.934545	0.02762149	0.178868	0.00175514	0.998245
25124	-46.46703	-49.16119	2.694163	0.02825557	0.111658	0.00175514	0.998245
25125	-46.91616	-49.3508	2.434641	0.0250795	0.1403164	0.959058	0.0409424
25126	-47.14539	-49.73782	2.59243	0.01988572	0.1403164	0.6466	0.3534
25127	-46.57642	-48.52189	1.945476	0.03643501	0.158854	0.6466	0.3534
25128	-45.73823	-48.01628	2.278057	0.05552802	0.100605	0.349229	0.650771
25129	-46.93702	-49.2206	2.283586	0.07514372	0.07761971	0.781514	0.218486
25130	-46.81941	-48.73291	1.913499	0.07842714	0.1012033	0.69986	0.30014
25131	-46.81941	-48.73291	1.913499	0.07842714	0.1012033	0.69986	0.30014
25132	-46.13734	-48.40274	2.265399	0.06222769	0.09317018	0.079044	0.920956
25133	-45.50911	-48.19492	2.685811	0.04861653	0.07962016	0.746429	0.253571
25134	-46.55796	-48.96542	2.407462	0.06539646	0.07928273	0.108334	0.891666
25135	-46.64315	-47.95351	1.310366	0.06539646	0.1687462	0.891666	0.108334
25136	-46.12419	-47.8287	1.704511	0.06539646	0.1340458	0.925453	0.0745466
25137	-45.73918	-48.02234	2.283163	0.04533526	0.1146481	0.0984402	0.90156
25138	-45.94485	-48.31065	2.365798	0.0570776	0.09199542	0.0756336	0.924366
25139	-46.20731	-49.12099	2.913679	0.0459282	0.06764404	0.0437826	0.956217
25140	-45.44264	-48.35632	2.913679	0.0459282	0.06764404	0.970636	0.0293635
25141	-46.0312	-48.75609	2.72489	0.04947318	0.07584116	0.0456597	0.95434
25142	-45.46935	-48.12243	2.653086	0.0509701	0.07893444	0.95434	0.0456597
25143	-45.37386	-48.20252	2.828664	0.04166681	0.07893444	0.950683	0.0493169
25144	-45.57889	-48.25216	2.673268	0.04166681	0.0900602	0.472732	0.527268
25145	-45.81972	-48.63046	2.810745	0.03386766	0.0921935	0.527268	0.472732
25146	-46.0592	-48.9678	2.908595	0.03386766	0.08504416	0.0588647	0.941135
25147	-46.95805	-50.34138	3.383333	0.02132898	0.07506104	0.882395	0.117605
25148	-45.64187	-48.54631	2.904443	0.03477385	0.083874	0.779006	0.220994
25149	-45.7226	-48.62704	2.904443	0.03477385	0.083874	0.604238	0.395762
25150	-45.63282	-47.90824	2.275423	0.05431843	0.1024074	0.604238	0.395762
25151	-45.67564	-47.96489	2.289253	0.05431843	0.1013394	0.449803	0.550197
25152	-45.77029	-48.44214	2.671853	0.03916518	0.09395513	0.130918	0.869082
25153	-45.65474	-48.88742	3.232682	0.03916518	0.05618371	0.849075	0.150925
25154	-46.57602	-49.87033	3.294311	0.02628187	0.07134874	0.371145	0.628855
25155	-47.31846	-50.68824	3.36978	0.0208426	0.07704501	0.349172	0.650828
25156	-47.24082	-50.19986	2.959048	0.0208426	0.1074434	0.349172	0.650828
25157	-47.5302	-50.55157	3.021362	0.01896459	0.1074434	0.844995	0.155005
25158	-47.51645	-50.53837	3.021916	0.01894849	0.1074434	0.572529	0.427471
25159	-47.39031	-50.30903	2.918721	0.01227032	0.1382835	0.571244	0.428756
25160	-47.79075	-50.1258	2.335056	0.01227032	0.1908377	0.824745	0.175255
25161	-47.34133	-49.17821	1.836881	0.02645423	0.1908377	0.590256	0.409744
25162	-46.98244	-49.08021	2.097767	0.02645423	0.1667749	0.590256	0.409744
25163	-47.51557	-49.28651	1.770939	0.02571182	0.198959	0.52071	0.47929
25164	-47.76631	-49.94403	2.177719	0.01380336	0.198959	0.47929	0.52071
25165	-47.68771	-49.46617	1.778465	0.02380853	0.2033508	0.724366	0.275634
25166	-47.64637	-49.4014	1.755032	0.02462531	0.2033508	0.57003	0.42997
25167	-47.50806	-49.07272	1.564653	0.03200403	0.2033508	0.262302	0.737698
25168	-46.05513	-47.83403	1.778902	0.06289333	0.1311043	0.523039	0.476961
25169	-46.11145	-47.87422	1.762762	0.06390665	0.1311043	0.311511	0.688489
25170	-45.38726	-48.09222	2.704954	0.04710914	0.08023049	0.949024	0.0509763
25171	-46.55543	-49.68003	3.124597	0.02777482	0.08023049	0.0509763	0.949024
25172	-45.6746	-48.59277	2.918172	0.03648489	0.08023049	0.571204	0.428796
25173	-46.22856	-49.66645	3.437882	0.03107236	0.0547538	0.571204	0.428796
25174	-47.40639	-50.15054	2.744141	0.06833806	0.0547538	0.37198	0.62802
25175	-46.28135	-48.37142	2.090063	0.070202	0.09699889	0.836964	0.163036
25176	-46.88293	-48.24636	1.363432	0.07942963	0.1453195	0.248316	0.751684
25177	-46.84661	-48.05215	1.205546	0.07202706	0.1690383	0.345942	0.654058
25178	-46.85764	-49.13783	2.280195	0.07202706	0.08108002	0.26249	0.73751
25179	-46.21915	-48.06295	1.843803	0.06737827	0.1198474	0.0988119	0.901188
25180	-46.28458	-48.2595	1.974925	0.06824972	0.1082178	0.0988119	0.901188
25181	-45.67117	-47.96762	2.296445	0.04263204	0.1178236	0.882554	0.117446
25182	-45.56128	-48.71554	3.154263	0.03818311	0.06218573	0.882554	0.117446
25183	-45.54969	-48.20823	2.658538	0.05213025	0.07713265	0.882554	0.117446
25184	-45.9444	-48.67012	2.725716	0.04839678	0.07713265	0.0914296	0.90857
25185	-45.7657	-48.36512	2.599428	0.04839678	0.08604133	0.145092	0.854908
25186	-45.76724	-48.47801	2.71077	0.04255256	0.08604133	0.11506	0.88494
25187	-45.80212	-48.64157	2.839451	0.0322123	0.09291219	0.88494	0.11506
25188	-46.81285	-48.91089	2.09804	0.02863864	0.1615879	0.11506	0.88494
25189	-46.16299	-49.30726	3.144277	0.02863864	0.07731592	0.570193	0.429807
25190	-46.09918	-49.24345	3.144277	0.02863864	0.07731592	0.68402	0.31598
25191	-46.93851	-50.52642	3.587903	0.03726785	0.03926791	0.267851	0.732149
25192	-45.99085	-48.98251	2.99166	0.03726785	0.07400819	0.166207	0.833793
25193	-45.58864	-47.91827	2.329631	0.05531183	0.09695066	0.833793	0.166207
25194	-45.83222	-47.89161	2.059397	0.06059997	0.111113	0.647267	0.352733
25195	-46.39514	-49.08742	2.692277	0.02859559	0.111113	0.297687	0.702313
25196	-46.64787	-49.00324	2.355374	0.02859559	0.1390593	0.49251	0.50749
25197	-47.54079	-50.4402	2.899407	0.01774821	0.1207089	0.741007	0.258993
25198	-47.3142	-49.4466	2.132402	0.02048088	0.1797097	0.842106	0.157894
25199	-47.6795	-49.72489	2.045389	0.0160066	0.2028115	0.0722225	0.927777
25200	-46.98834	-49.41708	2.428733	0.02090009	0.1517107	0.345448	0.654552
25201	-46.46573	-48.78292	2.317192	0.03128485	0.1366268	0.36275	0.63725
25202	-46.42544	-48.28876	1.863312	0.04097686	0.1576846	0.579427	0.420573
25203	-45.62756	-48.0686	2.441044	0.04112606	0.1086333	0.670767	0.329233
25204	-45.58216	-48.10376	2.521595	0.04404434	0.09790236	0.417079	0.582921
25205	-46.08751	-47.88703	1.799523	0.06520581	0.1263024	0.582921	0.417079
25206	-45.66229	-48.47986	2.817567	0.03963643	0.08261633	0.417079	0.582921
25207	-46.58199	-49.41492	2.832935	0.06131734	0.05603478	0.633944	0.366056
25208	-45.66741	-48.80239	3.134982	0.04416225	0.05603478	0.845404	0.154596
25209	-45.43295	-48.11112	2.678166	0.04422131	0.08603783	0.777625	0.222375
25210	-46.23475	-49.14137	2.906626	0.05063323	0.06258512	0.238303	0.761697
25211	-46.36536	-49.38329	3.017924	0.05379714	0.05260875	0.514369	0.485631
25212	-46.82	-49.77919	2.959184	0.05379714	0.05601385	0.08616	0.91384
25213	-45.57955	-48.13132	2.551772	0.05379714	0.08255872	0.846343	0.153657
25214	-45.70947	-48.27832	2.568847	0.0454671	0.09229442	0.108675	0.891325
25215	-46.41817	-49.37013	2.951952	0.02799021	0.09229442	0.108675	0.891325
25216	-45.41121	-48.20711	2.795895	0.04139844	0.08160828	0.869623	0.130377
25217	-45.90846	-48.24846	2.340003	0.03808851	0.1218619	0.572932	0.427068
25218	-46.57873	-48.93245	2.353718	0.02964868	0.1369251	0.948087	0.051913
25219	-47.16161	-49.50228	2.340669	0.02097989	0.1593074	0.96041	0.0395902
25220	-47.23436	-49.23126	1.9969	0.02499383	0.1796767	0.925915	0.0740846
25221	-47.12697	-48.99789	1.870918	0.02977559	0.1796767	0.925915	0.0740846
25222	-47.12697	-48.99789	1.870918	0.02977559	0.1796767	0.925915	0.0740846
25223	-47.3744	-49.06896	1.694559	0.02918812	0.197541	0.0115981	0.988402
25224	-47.56454	-48.89461	1.330071	0.04040715	0.2081674	0.988402	0.0115981
25225	-47.45057	-48.42769	0.9771142	0.05986173	0.2081674	0.730727	0.269273
25226	-46.50132	-47.92463	1.423314	0.06861841	0.1541239	0.630892	0.369108
25227	-46.23385	-48.32306	2.089212	0.06861841	0.09890005	0.613387	0.386613
25228	-46.2077	-48.30842	2.100725	0.06596298	0.101168	0.143969	0.856031
25229	-46.90273	-48.11807	1.215337	0.07713794	0.161344	0.919469	0.0805311
25230	-45.57336	-47.77586	2.202492	0.04978678	0.1144904	0.919469	0.0805311
25231	-45.74277	-48.09124	2.348473	0.04208401	0.1144904	0.301786	0.698214
25232	-45.65152	-47.94374	2.292225	0.04496359	0.1144904	0.549711	0.450289
25233	-46.53003	-47.97109	1.441059	0.07163005	0.1485324	0.737718	0.262282
25234	-46.3389	-48.01234	1.673439	0.07163005	0.1285959	0.891508	0.108492
25235	-46.27615	-47.99906	1.722913	0.04912764	0.1562727	0.403533	0.596467
25236	-46.95692	-48.94374	1.986822	0.02859886	0.1717519	0.31698	0.68302
25237	-46.57688	-48.02972	1.452847	0.05469052	0.1717519	0.487834	0.512166
25238	-46.30792	-47.83675	1.528836	0.06445826	0.1505211	0.961424	0.0385756
25239	-46.31208	-47.92919	1.617114	0.05296893	0.159598	0.961424	0.0385756
25240	-46.82143	-48.07885	1.257419	0.05982423	0.1818053	0.810117	0.189883
25241	-46.98107	-48.92851	1.947445	0.02879623	0.1748957	0.189883	0.810117
25242	-48.25203	-49.6516	1.399565	0.02879623	0.2268546	0.478706	0.521294
25243	-48.0668	-49.20235	1.135546	0.04046941	0.2268546	0.213363	0.786637
25244	-47.93737	-48.5503	0.6129235	0.08074267	0.2126467	0.963846	0.0361536
25245	-46.72982	-47.98586	1.256038	0.06930316	0.1681922	0.963846	0.0361536
25246	-46.72926	-47.9853	1.256038	0.06930316	0.1681922	0.981241	0.0187588
25247	-46.03668	-48.07514	2.038461	0.04374856	0.1375545	0.0229037	0.977096
25248	-45.77678	-47.76401	1.987233	0.05231691	0.1284793	0.839813	0.160187
25249	-45.65909	-48.21373	2.554646	0.03870479	0.1036313	0.61501	0.38499
25250	-45.5096	-48.43836	2.928768	0.03870479	0.07621386	0.78177	0.21823
25251	-45.53026	-48.29422	2.763958	0.03870479	0.08786424	0.72559	0.27441
25252	-45.50597	-48.26993	2.763958	0.03870479	0.08786424	0.78562	0.21438
25253	-46.28863	-49.49132	3.202683	0.02576447	0.0785323	0.920296	0.0797044
25254	-45.66388	-48.14117	2.477291	0.03896574	0.109275	0.82255	0.17745
25255	-45.77916	-48.36531	2.586151	0.03896574	0.1007735	0.122216	0.877784
25256	-45.87211	-48.81458	2.942472	0.05333148	0.05748564	0.909859	0.0901411
25257	-45.8552	-48.81695	2.961748	0.04950167	0.06043791	0.652737	0.347263
25258	-46.20695	-49.56277	3.355819	0.04950167	0.03887296	0.903917	0.0960832
25259	-46.2914	-49.59701	3.305612	0.05231193	0.03887296	0.961159	0.0388407
25260	-46.16585	-49.74893	3.58308	0.03787928	0.03887296	0.754577	0.245423
25261	-46.16585	-49.74893	3.58308	0.03787928	0.03887296	0.754577	0.245423
25262	-47.27728	-50.97427	3.696986	0.03562578	0.03583497	0.217237	0.782763
25263	-45.79055	-49.16658	3.376023	0.03562578	0.05227304	0.855209	0.144791
25264	-45.65342	-48.66902	3.015605	0.041442	0.0667103	0.626818	0.373182
25265	-46.10481	-49.11468	3.009865	0.05201985	0.05486549	0.626818	0.373182
25266	-45.91139	-48.41128	2.499891	0.05880237	0.08024285	0.611173	0.388827
25267	-46.10714	-48.89137	2.784226	0.04883529	0.0726123	0.0399514	0.960049
25268	-46.5865	-48.67332	2.086819	0.03293968	0.1532687	0.0725559	0.927444
25269	-46.52263	-49.43369	2.911058	0.02616927	0.09901387	0.43306	0.56694
25270	-46.39193	-49.35892	2.966983	0.02616927	0.09477786	0.822399	0.177601
25271	-48.4627	-49.8761	1.413402	0.02616927	0.2322479	0.246073	0.753927
25272	-46.7749	-49.02918	2.254276	0.02805206	0.149053	0.637334	0.362666
25273	-46.11099	-47.90416	1.793173	0.04975815	0.149053	0.957929	0.0420713
25274	-46.94446	-48.14635	1.201884	0.05951717	0.1874405	0.82364	0.17636
25275	-47.60869	-48.65742	1.048736	0.0914955	0.1582821	0.702929	0.297071
25276	-47.11426	-48.28756	1.173295	0.08246619	0.1582821	0.822901	0.177099
25277	-45.74306	-47.88859	2.145537	0.05956987	0.1056385	0.822901	0.177099
25278	-46.32778	-49.11502	2.787248	0.05956987	0.06049715	0.647589	0.352411
25279	-45.69704	-48.7913	3.094259	0.04366778	0.05904254	0.732168	0.267832
25280	-45.67967	-48.45842	2.778743	0.04366778	0.07965777	0.357275	0.642725
25281	-45.88507	-48.0765	2.191434	0.04155422	0.1282703	0.656073	0.343927
25282	-45.62348	-48.07997	2.456492	0.04926393	0.09541516	0.343927	0.656073
25283	-46.1527	-49.22359	3.070884	0.03232445	0.07616321	0.192447	0.807553
25284	-45.77395	-48.24125	2.4673	0.03723922	0.1129856	0.853065	0.146935
25285	-45.6998	-47.86372	2.16392	0.05301012	0.1129856	0.384267	0.615733
25286	-46.1277	-47.85657	1.728865	0.05301012	0.149624	0.793518	0.206482
25287	-46.02553	-47.83694	1.811413	0.05301012	0.1424247	0.464315	0.535685
25288	-45.90188	-47.78943	1.88755	0.05301012	0.135881	0.723505	0.276495
25289	-46.45748	-48.78328	2.325802	0.03129001	0.135881	0.639937	0.360063
25290	-45.80568	-48.68432	2.878641	0.05197093	0.06284679	0.767892	0.232108
25291	-45.56539	-48.39615	2.830765	0.04568472	0.07342774	0.660643	0.339357
25292	-45.6574	-48.20898	2.551576	0.04925899	0.08837081	0.339357	0.660643
25293	-45.87937	-49.17551	3.296139	0.03316267	0.06027181	0.716964	0.283036
25294	-46.30642	-49.3369	3.030478	0.05167535	0.0540225	0.441672	0.558328
25295	-46.07088	-49.07011	2.99923	0.05167535	0.05584522	0.619827	0.380173
25296	-45.93784	-48.95718	3.019343	0.05167535	0.05466832	0.809407	0.190593
25297	-45.82515	-49.15595	3.330806	0.04070999	0.04879641	0.809407	0.190593
25298	-45.93955	-48.62203	2.682488	0.05121631	0.07659937	0.190593	0.809407
25299	-45.7186	-47.90023	2.181632	0.05121631	0.1141046	0.214952	0.785048
25300	-47.43532	-48.64962	1.214306	0.04721404	0.2065588	0.855781	0.144219
25301	-46.933	-48.23552	1.302521	0.07980319	0.1501822	0.325082	0.674918
25302	-47.54719	-48.45798	0.9107872	0.08712369	0.176189	0.819411	0.180589
25303	-47.28772	-48.30041	1.012688	0.08175842	0.173714	0.180589	0.819411
25304	-46.42958	-48.08775	1.658176	0.07221236	0.1291439	0.357389	0.642611
25305	-46.3354	-48.07505	1.739655	0.07221236	0.1223643	0.915916	0.0840838
25306	-47.6892	-48.9413	1.252109	0.09304774	0.1386342	0.0840838	0.915916
25307	-46.10725	-48.18679	2.079537	0.04104334	0.1386342	0.0840838	0.915916
25308	-46.16899	-48.14471	1.975713	0.04247209	0.1451383	0.286144	0.713856
25309	-46.14545	-48.12116	1.975713	0.04247209	0.1451383	0.838563	0.161437
25310	-45.65669	-47.81061	2.153924	0.05772904	0.1073746	0.963389	0.036611
25311	-45.85127	-47.96249	2.11122	0.04382122	0.1312484	0.982475	0.017525
25312	-45.55477	-48.11564	2.560875	0.05422056	0.08139695	0.957264	0.0427365
25313	-45.94505	-48.50593	2.560875	0.05422056	0.08139695	0.182834	0.817166
25314	-46.01014	-48.54527	2.535128	0.05422056	0.0832209	0.0264311	0.973569
25315	-45.41641	-48.16217	2.745765	0.03943193	0.08808573	0.973569	0.0264311
25316	-46.90824	-49.60408	2.695839	0.02377213	0.1214494	0.505613	0.494387
25317	-46.35767	-48.87351	2.515843	0.03010147	0.122361	0.716033	0.283967
25318	-47.07385	-49.81287	2.739012	0.01020939	0.1636524	0.188035	0.811965
25319	-47.31937	-50.05517	2.735796	0.01026591	0.1636524	0.588732	0.411268
25320	-47.50295	-50.14419	2.641239	0.01184779	0.1645706	0.930942	0.0690585
25321	-48.53747	-50.8814	2.343929	0.007400426	0.2178211	0.0586893	0.941311
25322	-47.53153	-50.51575	2.98422	0.01101308	0.1381687	0.722227	0.277773
25323	-47.13038	-49.50607	2.375683	0.01539873	0.1742058	0.225541	0.774459
25324	-50.14521	-51.78372	1.638514	0.01244062	0.257743	0.171325	0.828675
25325	-49.87829	-51.31604	1.437746	0.01721414	0.257743	0.425661	0.574339
25326	-49.51361	-50.60523	1.09162	0.02774223	0.2600346	0.0312379	0.968762
25327	-49.57415	-50.66577	1.09162	0.02774223	0.2600346	0.821697	0.178303
25328	-46.7803	-48.66814	1.887836	0.03395178	0.1690326	0.0314733	0.968527
25329	-46.28857	-48.05071	1.762143	0.04677229	0.1566532	0.976038	0.0239622
25330	-47.69323	-49.12387	1.430641	0.03488485	0.2098268	0.976038	0.0239622
25331	-51.03049	-51.76469	0.7342061	0.02918854	0.2925495	0.814168	0.185832
25332	-46.30782	-49.61266	3.304841	0.02918854	0.06571996	0.440565	0.559435
25333	-46.25435	-49.55919	3.304841	0.02918854	0.06571996	0.500736	0.499264
25334	-46.01781	-48.49833	2.480516	0.03447165	0.1168306	0.49714	0.50286
25335	-45.7309	-48.33366	2.60276	0.03745761	0.1019493	0.461182	0.538818
25336	-46.92071	-48.52402	1.603305	0.04045162	0.1823196	0.342658	0.657342
25337	-46.35722	-47.86835	1.51113	0.05937541	0.1593636	0.932273	0.0677269
25338	-47.9289	-48.87578	0.9468808	0.09630082	0.161651	0.398299	0.601701
25339	-50.10243	-49.86397	-0.2384567	0.1167032	0.2496752	0.454031	0.545969
25340	-46.82452	-48.05352	1.228997	0.07294182	0.1656729	0.36757	0.63243
25341	-46.67588	-48.01481	1.33893	0.07294182	0.155816	0.635668	0.364332
25342	-46.09985	-48.15586	2.056009	0.04180145	0.1393457	0.0813952	0.918605
25343	-46.32795	-48.53011	2.202159	0.03488071	0.1393457	0.0835891	0.916411
25344	-46.11303	-47.82785	1.714811	0.06198501	0.1377932	0.387117	0.612883
25345	-46.8707	-48.24034	1.369648	0.05120483	0.185044	0.180971	0.819029
25346	-46.8377	-49.16098	2.323284	0.0263768	0.146886	0.640298	0.359702
25347	-47.24377	-50.15809	2.914322	0.02062366	0.1115492	0.124146	0.875854
25348	-46.81719	-49.28313	2.465945	0.02528186	0.1371435	0.341446	0.658554
25349	-46.67975	-49.528	2.848246	0.02528186	0.1057594	0.341446	0.658554
25350	-45.67816	-47.97429	2.296132	0.0576886	0.09644735	0.797138	0.202862
25351	-45.91361	-47.76754	1.853929	0.05602248	0.1343279	0.711735	0.288265
25352	-45.74078	-47.97571	2.234925	0.05602248	0.1032871	0.376102	0.623898
25353	-45.83473	-47.96263	2.127899	0.0568583	0.1105913	0.106277	0.893723
25354	-46.33925	-49.00765	2.668401	0.05898229	0.06863412	0.313881	0.686119
25355	-46.27891	-49.09588	2.816977	0.05898229	0.05927406	0.707886	0.292114
25356	-45.78926	-48.85168	3.062415	0.04511947	0.05927406	0.638088	0.361912
25357	-45.76174	-49.07132	3.309587	0.03328918	0.05927406	0.875603	0.124397
25358	-46.90116	-49.49833	2.597176	0.02326415	0.1309072	0.024272	0.975728
25359	-46.94538	-49.50746	2.562085	0.02405708	0.1319165	0.878923	0.121077
25360	-46.86858	-49.27893	2.410343	0.02405708	0.1449347	0.201436	0.798564
25361	-46.6154	-48.8655	2.250107	0.03008358	0.1449347	0.290696	0.709304
25362	-46.18702	-49.21275	3.025728	0.0294489	0.08420563	0.364956	0.635044
25363	-45.82952	-48.87483	3.045311	0.0377084	0.06980265	0.418096	0.581904
25364	-45.60586	-48.52066	2.914796	0.0408853	0.0741065	0.581904	0.418096
25365	-46.05751	-49.2605	3.202984	0.02818231	0.0741065	0.842352	0.157648
25366	-45.45027	-48.28001	2.829744	0.04521011	0.0741065	0.842352	0.157648
25367	-45.55406	-48.12975	2.575686	0.05380256	0.0808633	0.932569	0.0674307
25368	-45.6433	-48.1151	2.4718	0.04053059	0.10716	0.599234	0.400766
25369	-46.01309	-48.47814	2.465043	0.0565246	0.08542178	0.0864046	0.913595
25370	-45.70249	-48.39915	2.696656	0.04370917	0.08542178	0.226355	0.773645
25371	-45.54922	-48.08986	2.540639	0.05214196	0.08542178	0.761466	0.238534
25372	-46.40331	-48.88049	2.477182	0.03024359	0.1252719	0.302406	0.697594
25373	-46.11407	-48.7126	2.598531	0.03189634	0.112118	0.530335	0.469665
25374	-45.78739	-48.28349	2.496092	0.05247333	0.08822702	0.206577	0.793423
25375	-45.84623	-48.61299	2.766752	0.03460562	0.09422855	0.371591	0.628409
25376	-47.24713	-50.12556	2.87843	0.02026601	0.115366	0.0872282	0.912772
25377	-46.92237	-49.29286	2.370495	0.02026601	0.1587016	0.0212375	0.978763
25378	-47.40332	-49.18431	1.780991	0.02592608	0.1974517	0.0212375	0.978763
25379	-49.0055	-50.30224	1.29674	0.02592608	0.2444065	0.978763	0.0212375
25380	-48.58445	-49.89255	1.308097	0.02851744	0.2365191	0.398421	0.601579
25381	-48.52307	-49.75913	1.236059	0.03142972	0.2365191	0.324307	0.675693
25382	-48.49105	-49.68344	1.192389	0.03328822	0.2365191	0.319829	0.680171
25383	-48.24955	-49.033	0.7834438	0.05402914	0.2365191	0.0155947	0.984405
25384	-48.59403	-48.90688	0.3128511	0.08907465	0.2305092	0.940329	0.0596707
25385	-49.52561	-49.86609	0.3404837	0.118776	0.1911278	0.250708	0.749292
25386	-51.04517	-50.37755	-0.6676285	0.118776	0.2904686	0.402479	0.597521
25387	-51.24974	-50.51751	-0.7322314	0.1240889	0.2904686	0.633398	0.366602
25388	-50.55645	-50.31979	-0.2366582	0.1297848	0.2338385	0.418593	0.581407
25389	-48.25745	-49.31312	1.055678	0.1018965	0.1455412	0.79437	0.20563
25390	-48.44504	-49.77497	1.329933	0.1018965	0.1222693	0.373871	0.626129
25391	-48.06187	-48.70536	0.6434934	0.0927283	0.1939696	0.492303	0.507697
25392	-47.21678	-48.21608	0.9993047	0.06787801	0.1939696	0.0267667	0.973233
25393	-47.31361	-48.91982	1.606203	0.03449478	0.1939696	0.981499	0.018501
25394	-46.69982	-48.62334	1.923516	0.03449478	0.1646859	0.0238908	0.976109
25395	-49.4619	-51.12916	1.667264	0.0149691	0.243635	0.869046	0.130954
25396	-47.25459	-49.93568	2.681094	0.0149691	0.1483886	0.680229	0.319771
25397	-47.34503	-50.22043	2.875399	0.01942781	0.1178716	0.407957	0.592043
25398	-47.18552	-50.01841	2.832897	0.02071732	0.1178716	0.143846	0.856154
25399	-46.06787	-48.94099	2.873126	0.02949698	0.09532271	0.780031	0.219969
25400	-47.54819	-50.81919	3.270999	0.01920126	0.08788526	0.427067	0.572933
25401	-46.09607	-49.03602	2.93995	0.02832201	0.09255034	0.964951	0.0350487
25402	-46.41529	-49.34953	2.934234	0.02832201	0.09297591	0.0350487	0.964951
25403	-46.67665	-50.18542	3.508775	0.0282519	0.05471693	0.379644	0.620356
25404	-47.04681	-50.13353	3.086713	0.02278264	0.09304186	0.0259544	0.974046
25405	-46.68773	-50.20279	3.515051	0.02278264	0.06351405	0.954867	0.0451331
25406	-46.98157	-50.38068	3.399107	0.0268914	0.06351405	0.0829327	0.917067
25407	-46.49296	-49.3244	2.831441	0.0268914	0.103653	0.344886	0.655114
25408	-46.52219	-49.37616	2.853975	0.02605465	0.103653	0.687995	0.312005
25409	-47.08688	-49.35752	2.27063	0.0221794	0.1622301	0.764703	0.235297
25410	-47.50746	-50.18112	2.673656	0.01172031	0.1622301	0.941186	0.0588137
25411	-47.44304	-49.78308	2.340042	0.01377948	0.1838241	0.547059	0.452941
25412	-47.67347	-50.62149	2.948023	0.01424945	0.1281128	0.817456	0.182544
25413	-47.21937	-49.69847	2.479103	0.01183811	0.1794217	0.125217	0.874783
25414	-47.91034	-50.15025	2.239909	0.01183811	0.2018449	0.437647	0.562353
25415	-47.04381	-49.70926	2.665452	0.01439559	0.1518873	0.235943	0.764057
25416	-47.36385	-50.43071	3.066862	0.01184076	0.1275368	0.0181919	0.981808
25417	-47.51051	-50.51016	2.99965	0.01506652	0.1209738	0.0482581	0.951742
25418	-46.93951	-49.35846	2.41895	0.01889842	0.1584761	0.0482581	0.951742
25419	-47.501	-50.38951	2.888511	0.01469927	0.1315059	0.671224	0.328776
25420	-46.58812	-49.76864	3.18052	0.02414321	0.08329205	0.764226	0.235774
25421	-47.17319	-50.45454	3.281348	0.02081811	0.08329205	0.634806	0.365194
25422	-47.15633	-49.34705	2.190727	0.02119258	0.1722551	0.647399	0.352601
25423	-47.08195	-49.27267	2.190727	0.02119258	0.1722551	0.351194	0.648806
25424	-48.17358	-50.24493	2.071349	0.01305379	0.2123561	0.371545	0.628455
25425	-47.13225	-49.87333	2.74108	0.01603544	0.1394478	0.207719	0.792281
25426	-47.50686	-50.3002	2.793334	0.01474671	0.1394478	0.957489	0.0425108
25427	-46.86545	-49.39486	2.529404	0.02374049	0.1354687	0.0425108	0.957489
25428	-46.09483	-48.48823	2.393392	0.03422505	0.1244365	0.957489	0.0425108
25429	-45.81499	-47.90141	2.086415	0.04948002	0.1244365	0.082385	0.917615
25430	-47.10437	-49.81427	2.709899	0.02208973	0.1244365	0.846094	0.153906
25431	-47.04913	-49.82931	2.780176	0.02208973	0.1186552	0.125797	0.874203
25432	-47.17733	-49.93032	2.75299	0.01916901	0.1287148	0.161411	0.838589
25433	-47.30317	-50.18147	2.878305	0.01916901	0.1183506	0.0241554	0.975845
25434	-47.39069	-49.56823	2.177536	0.01916901	0.1795723	0.987791	0.0122085
25435	-47.33741	-50.25496	2.917552	0.0155243	0.1262232	0.0122085	0.987791
25436	-48.74082	-52.28859	3.547763	0.01416384	0.08184921	0.916954	0.0830464
25437	-47.89019	-51.22066	3.330476	0.01717164	0.08881238	0.916954	0.0830464
25438	-45.45413	-48.30462	2.850496	0.03998472	0.07979195	0.823877	0.176123
25439	-45.89721	-48.59885	2.701638	0.05590634	0.06983157	0.686996	0.313004
