Iteration	Posterior	Likelihood	Prior	q_01	q_10	root_frequencies[1]	root_frequencies[2]
1501	-46.44799	-48.21003	1.762033	0.04375085	0.1618221	0.476799	0.523201
1502	-46.37337	-47.91147	1.538102	0.05611857	0.1618221	0.837111	0.162889
1503	-47.15961	-48.44283	1.283211	0.08464251	0.1458876	0.346091	0.653909
1504	-46.25991	-48.28788	2.027972	0.03946689	0.1458876	0.259123	0.740877
1505	-46.12301	-48.03679	1.913786	0.04521397	0.1458876	0.460316	0.539684
1506	-45.40993	-48.35283	2.942903	0.04269693	0.0698139	0.94916	0.0508398
1507	-46.20525	-49.00776	2.80251	0.03037767	0.09902499	0.151366	0.848634
1508	-47.7386	-51.63802	3.899428	0.01871213	0.04862823	0.848634	0.151366
1509	-47.63149	-51.52702	3.895527	0.01871213	0.04884136	0.969113	0.0308874
1510	-46.44037	-49.84879	3.408416	0.02430589	0.06747024	0.969113	0.0308874
1511	-47.43191	-51.09605	3.664138	0.0188656	0.06206085	0.969113	0.0308874
1512	-45.90422	-49.40346	3.499241	0.03610161	0.04498513	0.884671	0.115329
1513	-45.60503	-48.58446	2.979434	0.03610161	0.07656213	0.743361	0.256639
1514	-46.92446	-50.44816	3.523695	0.03610161	0.04371911	0.205032	0.794968
1515	-47.12672	-50.19874	3.072022	0.06033603	0.04371911	0.490849	0.509151
1516	-45.77474	-48.68593	2.911192	0.05171162	0.0611108	0.845248	0.154752
1517	-45.64774	-48.04989	2.402155	0.05171162	0.09620015	0.379013	0.620987
1518	-46.18825	-47.92812	1.739864	0.06664112	0.1294174	0.379013	0.620987
1519	-48.18046	-48.72879	0.548327	0.09194108	0.2039898	0.80032	0.19968
1520	-49.35755	-49.61279	0.2552361	0.114659	0.2039898	0.80032	0.19968
1521	-49.22859	-50.37299	1.144407	0.1117565	0.1272534	0.20192	0.79808
1522	-49.18789	-50.33478	1.146883	0.1115587	0.1272534	0.512428	0.487572
1523	-49.54915	-50.95604	1.406891	0.1115587	0.1061779	0.937213	0.0627873
1524	-48.95391	-49.59022	0.6363134	0.1115587	0.1720081	0.937213	0.0627873
1525	-50.56873	-50.47327	-0.09545873	0.1325223	0.2169151	0.745909	0.254091
1526	-45.7177	-48.05566	2.33796	0.04106178	0.1170005	0.745909	0.254091
1527	-46.59962	-49.36403	2.764418	0.02642835	0.1098949	0.199722	0.800278
1528	-47.04395	-49.92625	2.882304	0.0223078	0.1098949	0.517681	0.482319
1529	-45.73317	-48.85257	3.119396	0.03408615	0.07016737	0.719843	0.280157
1530	-45.49594	-48.14914	2.653196	0.04810045	0.0825835	0.719843	0.280157
1531	-45.69201	-48.26035	2.568337	0.05282619	0.0825835	0.534213	0.465787
1532	-45.77645	-47.84611	2.069657	0.05987495	0.1112396	0.803796	0.196204
1533	-46.50755	-48.92904	2.421484	0.06515206	0.07857429	0.196204	0.803796
1534	-46.09819	-48.65758	2.559386	0.06221488	0.07235657	0.846844	0.153156
1535	-46.22373	-48.84936	2.62563	0.06221488	0.06798945	0.773869	0.226131
1536	-45.49707	-48.2147	2.717636	0.04306044	0.08482626	0.643429	0.356571
1537	-45.55498	-48.09775	2.54277	0.04368467	0.09682605	0.496966	0.503034
1538	-45.64826	-48.48381	2.835553	0.03712093	0.08511758	0.560842	0.439158
1539	-46.31601	-48.92058	2.604566	0.02982653	0.1156698	0.480225	0.519775
1540	-46.01001	-47.96219	1.952173	0.06373841	0.1156698	0.394708	0.605292
1541	-46.30111	-48.74268	2.441566	0.06373841	0.0787308	0.405929	0.594071
1542	-46.02376	-48.97544	2.951679	0.05504843	0.05518883	0.890294	0.109706
1543	-46.00611	-49.158	3.151887	0.05041732	0.04846498	0.853173	0.146827
1544	-45.76394	-49.10656	3.34262	0.03298873	0.05770191	0.918595	0.0814052
1545	-46.13865	-49.48127	3.34262	0.03298873	0.05770191	0.495886	0.504114
1546	-45.67293	-48.54917	2.876246	0.03553093	0.08468551	0.638025	0.361975
1547	-46.51371	-49.11272	2.59901	0.0280082	0.1198716	0.410273	0.589727
1548	-45.84469	-48.11114	2.266448	0.04007966	0.1245119	0.860724	0.139276
1549	-46.27474	-47.8398	1.565057	0.06060758	0.1527738	0.651962	0.348038
1550	-47.22645	-48.26281	1.036359	0.0807806	0.1728178	0.447946	0.552054
1551	-47.13014	-48.20537	1.075233	0.07826205	0.1725632	0.113946	0.886054
1552	-46.7101	-48.30344	1.593342	0.07826205	0.1271311	0.637151	0.362849
1553	-46.12784	-47.91144	1.783605	0.06612792	0.1264259	0.548946	0.451054
1554	-45.80751	-47.88735	2.079841	0.0485289	0.1264259	0.294085	0.705915
1555	-45.57864	-48.12056	2.541915	0.05230478	0.0851237	0.705915	0.294085
1556	-46.85798	-48.09946	1.241484	0.07594885	0.160553	0.572833	0.427167
1557	-47.17994	-48.3247	1.144751	0.08269037	0.160553	0.0679431	0.932057
1558	-45.75583	-48.21598	2.460153	0.05588093	0.08656151	0.534447	0.465553
1559	-45.51224	-47.95351	2.441274	0.05352502	0.09090154	0.918469	0.0815313
1560	-45.84585	-48.28712	2.441274	0.05352502	0.09090154	0.0815313	0.918469
1561	-45.70495	-48.14622	2.441274	0.05352502	0.09090154	0.401321	0.598679
1562	-47.5948	-49.0266	1.431795	0.03536821	0.2086839	0.123152	0.876848
1563	-46.11658	-48.4788	2.362224	0.03536821	0.1248968	0.123152	0.876848
1564	-46.06027	-49.31339	3.253125	0.04230025	0.05133283	0.524896	0.475104
1565	-45.47016	-48.10429	2.634136	0.04733693	0.08495316	0.733724	0.266276
1566	-46.0631	-48.82954	2.76644	0.05669547	0.06478063	0.646507	0.353493
1567	-45.61056	-48.59021	2.979649	0.0448099	0.06478063	0.739305	0.260695
1568	-46.80635	-49.39409	2.587744	0.06435773	0.0682315	0.146198	0.853802
1569	-45.53877	-48.28038	2.741611	0.04705564	0.07774937	0.666983	0.333017
1570	-45.76168	-48.35399	2.592307	0.05543394	0.07774937	0.681347	0.318653
1571	-46.49183	-48.09318	1.60135	0.04903735	0.16734	0.732404	0.267596
1572	-45.86455	-47.84446	1.979908	0.05450798	0.125906	0.122213	0.877787
1573	-45.72245	-48.39823	2.675775	0.0453458	0.08465606	0.203529	0.796471
1574	-45.85946	-47.79683	1.93737	0.05134904	0.1341319	0.798277	0.201723
1575	-45.5541	-47.97663	2.422527	0.05134904	0.09514962	0.633141	0.366859
1576	-46.53233	-48.0383	1.505968	0.07327239	0.1407534	0.563013	0.436987
1577	-45.63574	-48.0766	2.440866	0.04567642	0.1016881	0.254266	0.745734
1578	-45.99974	-47.98392	1.984181	0.04567642	0.1390313	0.430686	0.569314
1579	-46.31499	-47.96206	1.647066	0.0689527	0.1342473	0.365947	0.634053
1580	-46.66866	-47.9697	1.301041	0.06666572	0.1677934	0.48465	0.51535
1581	-45.81156	-47.77203	1.960463	0.05767808	0.1230605	0.72248	0.27752
1582	-46.40576	-47.91588	1.510124	0.05767808	0.1619777	0.398779	0.601221
1583	-46.4122	-47.92232	1.510124	0.05767808	0.1619777	0.222442	0.777558
1584	-46.88613	-48.93279	2.046654	0.02842439	0.1667165	0.222442	0.777558
1585	-46.37309	-48.90637	2.533289	0.02982018	0.1214971	0.633831	0.366169
1586	-46.99479	-49.34162	2.346829	0.01898866	0.1646733	0.16741	0.83259
1587	-46.7087	-48.349	1.640308	0.0431018	0.1740194	0.633368	0.366632
1588	-45.73963	-48.06239	2.322758	0.04194669	0.1167914	0.470784	0.529216
1589	-46.97894	-48.21366	1.234721	0.07912484	0.1570446	0.0304714	0.969529
1590	-45.7455	-48.40647	2.660968	0.05233228	0.0767208	0.532758	0.467242
1591	-45.95284	-48.68957	2.736725	0.05233228	0.07159734	0.351622	0.648378
1592	-46.12198	-49.44244	3.320462	0.03962513	0.05059561	0.492791	0.507209
1593	-46.31022	-49.88739	3.577166	0.02879449	0.05004099	0.751508	0.248492
1594	-46.44631	-49.50901	3.062701	0.0468869	0.05724626	0.148286	0.851714
1595	-46.23927	-49.32888	3.089608	0.02675551	0.08461638	0.835017	0.164983
1596	-47.06729	-50.74331	3.676017	0.03693534	0.03548997	0.286598	0.713402
1597	-46.89639	-50.23626	3.339875	0.05452217	0.03548997	0.630238	0.369762
1598	-46.8075	-49.9377	3.130194	0.05774831	0.04293035	0.630238	0.369762
1599	-46.22678	-49.32754	3.100761	0.03921966	0.06417712	0.123426	0.876574
1600	-45.7538	-48.57361	2.819816	0.05406322	0.06424622	0.942736	0.0572642
1601	-47.08398	-48.28975	1.205774	0.05498756	0.1942042	0.96318	0.0368196
1602	-46.64927	-48.0625	1.413237	0.05498756	0.1749107	0.179999	0.820001
1603	-45.84576	-47.8501	2.00434	0.04845454	0.132886	0.758565	0.241435
1604	-46.01935	-48.18455	2.165195	0.04014645	0.132886	0.424274	0.575726
1605	-47.01129	-48.63452	1.623234	0.03858268	0.1840606	0.831991	0.168009
1606	-46.64452	-48.80541	2.160887	0.0307844	0.1512466	0.168009	0.831991
1607	-47.44666	-50.34163	2.89497	0.01684793	0.123817	0.367725	0.632275
1608	-48.21	-49.90989	1.69988	0.02010494	0.2219095	0.110984	0.889016
1609	-47.40102	-49.23713	1.836108	0.02619109	0.1915778	0.84361	0.15639
1610	-47.40376	-49.20468	1.80092	0.02619109	0.1948884	0.42887	0.57113
1611	-46.69408	-49.30158	2.6075	0.02619109	0.123134	0.42887	0.57113
1612	-46.89288	-49.30423	2.411357	0.02462513	0.1434358	0.534234	0.465766
1613	-46.99656	-49.19241	2.195848	0.02462513	0.1624831	0.630867	0.369133
1614	-46.8251	-49.44728	2.622172	0.02462513	0.125517	0.178466	0.821534
1615	-46.37026	-49.31045	2.940187	0.02660766	0.09590418	0.752784	0.247216
1616	-46.02933	-48.88987	2.860534	0.02969247	0.09590418	0.876427	0.123573
1617	-46.29449	-49.91615	3.621657	0.02901476	0.04730723	0.809245	0.190755
1618	-45.87544	-49.14023	3.26479	0.03084692	0.06566152	0.832881	0.167119
1619	-45.69934	-47.98176	2.282417	0.04891308	0.1093704	0.122408	0.877592
1620	-45.6451	-48.46337	2.818272	0.04891308	0.07025434	0.684308	0.315692
1621	-45.68546	-48.01864	2.33318	0.04891308	0.1053728	0.135238	0.864762
1622	-46.76403	-48.2318	1.467769	0.04891308	0.1797764	0.607625	0.392375
1623	-47.11114	-49.12016	2.009021	0.08019706	0.09205682	0.580049	0.419951
1624	-46.22677	-48.48281	2.256037	0.06638005	0.08900757	0.539792	0.460208
1625	-47.41667	-48.35488	0.9382064	0.08319574	0.1786969	0.257012	0.742988
1626	-47.03614	-48.12683	1.090687	0.07265622	0.1786969	0.0261441	0.973856
1627	-45.81174	-47.96508	2.15334	0.04692783	0.1227882	0.0261441	0.973856
1628	-45.77647	-48.28508	2.508603	0.05826889	0.08025226	0.849345	0.150655
1629	-46.05625	-48.4217	2.365447	0.06393038	0.08387923	0.783426	0.216574
1630	-47.38826	-49.29889	1.910627	0.08531885	0.09401372	0.964468	0.0355319
1631	-46.62226	-48.96736	2.3451	0.0669202	0.08199236	0.0355319	0.964468
1632	-46.15804	-48.87671	2.718665	0.05177738	0.07346217	0.0355319	0.964468
1633	-46.03004	-48.05722	2.02718	0.06241433	0.1113425	0.0355319	0.964468
1634	-46.0962	-47.87157	1.77537	0.06662176	0.1264712	0.964468	0.0355319
1635	-46.81985	-48.02834	1.208489	0.06662176	0.1763095	0.646625	0.353375
1636	-48.12222	-49.1638	1.041581	0.04389258	0.2293796	0.677012	0.322988
1637	-48.03578	-48.8903	0.8545182	0.05412527	0.2293796	0.486141	0.513859
1638	-48.03579	-48.89031	0.8545182	0.05412527	0.2293796	0.48692	0.51308
1639	-47.01032	-48.37144	1.361122	0.08295591	0.1411775	0.802141	0.197859
1640	-46.8248	-48.1108	1.285997	0.07587089	0.1566783	0.197859	0.802141
1641	-45.9433	-47.83446	1.891162	0.0530095	0.1355739	0.247587	0.752413
1642	-47.51872	-49.47276	1.954045	0.02134185	0.1937809	0.742712	0.257288
1643	-47.36732	-49.24361	1.876285	0.02392018	0.1937809	0.187576	0.812424
1644	-46.9187	-49.53032	2.611617	0.02392018	0.1280824	0.618699	0.381301
1645	-47.24993	-50.10518	2.855251	0.02034003	0.1170478	0.334342	0.665658
1646	-48.13398	-51.42042	3.286434	0.01018478	0.1167497	0.603296	0.396704
1647	-47.48384	-50.41671	2.932872	0.01816749	0.1167497	0.396704	0.603296
1648	-47.63227	-50.65797	3.025705	0.01816749	0.1093033	0.727712	0.272288
1649	-47.21508	-49.81025	2.595168	0.0151343	0.1553685	0.672525	0.327475
1650	-47.011	-49.77165	2.760644	0.01348888	0.1470246	0.0698949	0.930105
1651	-47.26266	-49.56634	2.303687	0.01784201	0.1722579	0.768192	0.231808
1652	-47.13623	-49.84113	2.704902	0.01784201	0.1367275	0.227602	0.772398
1653	-47.30416	-50.17416	2.87	0.01370649	0.1367275	0.41629	0.58371
1654	-47.37271	-49.95778	2.585068	0.01370649	0.1617218	0.880175	0.119825
1655	-47.18724	-49.59669	2.40945	0.01813556	0.1617218	0.770874	0.229126
1656	-46.37592	-48.04822	1.6723	0.04856178	0.1617218	0.867981	0.132019
1657	-46.38417	-47.92627	1.542101	0.05594867	0.1617218	0.435742	0.564258
1658	-45.82418	-47.83561	2.011439	0.05950891	0.1164047	0.626853	0.373147
1659	-46.7895	-48.06906	1.279565	0.05950891	0.1802347	0.448199	0.551801
1660	-46.04602	-48.54606	2.500043	0.05950891	0.07941754	0.438606	0.561394
1661	-45.65996	-47.95734	2.297379	0.0436045	0.116197	0.709617	0.290383
1662	-46.35209	-48.42926	2.077169	0.03686424	0.1463973	0.291223	0.708777
1663	-45.92587	-48.75435	2.828487	0.03215273	0.09383546	0.545018	0.454982
1664	-45.97069	-48.82928	2.858594	0.0308933	0.09383546	0.680871	0.319129
1665	-45.58389	-48.1154	2.531511	0.03880463	0.1052717	0.986626	0.0133735
1666	-46.43805	-48.39306	1.955005	0.03827824	0.1544894	0.0133735	0.986626
1667	-46.01952	-48.65375	2.634226	0.05153519	0.07954787	0.0124336	0.987566
1668	-46.90778	-48.42333	1.515545	0.08199054	0.1291863	0.889353	0.110647
1669	-45.62177	-47.76176	2.139987	0.0532862	0.1145226	0.865906	0.134094
1670	-45.97644	-48.8441	2.867663	0.03430966	0.08727563	0.134094	0.865906
1671	-46.14521	-49.15457	3.009357	0.02841352	0.08727563	0.674266	0.325734
1672	-46.11809	-49.33978	3.221685	0.02834613	0.07256427	0.715261	0.284739
1673	-46.48666	-49.88054	3.393887	0.03607986	0.05070437	0.284739	0.715261
1674	-46.6606	-49.3196	2.659001	0.06591653	0.06213905	0.715261	0.284739
1675	-46.99809	-49.88852	2.890425	0.06597123	0.04857106	0.86639	0.13361
1676	-45.50313	-47.91709	2.413963	0.04586223	0.1034983	0.745856	0.254144
1677	-46.77111	-48.08051	1.309406	0.07483847	0.1559438	0.254144	0.745856
1678	-46.29538	-47.85405	1.558668	0.05881839	0.1559438	0.743033	0.256967
1679	-46.17025	-47.87134	1.701086	0.05314085	0.1518687	0.777683	0.222317
1680	-45.60939	-47.9144	2.305018	0.05314085	0.1016991	0.587718	0.412282
1681	-46.55332	-47.94103	1.387713	0.06126912	0.1676964	0.631861	0.368139
1682	-47.93858	-48.8865	0.9479161	0.09672108	0.1610593	0.77662	0.22338
1683	-47.24977	-48.2339	0.9841301	0.07767783	0.1817258	0.155585	0.844415
1684	-46.66683	-47.98768	1.320849	0.07006447	0.1612953	0.295069	0.704931
1685	-45.98857	-47.81709	1.828514	0.05436667	0.1389197	0.387222	0.612778
1686	-45.80147	-47.90681	2.105336	0.05436667	0.1158087	0.0717404	0.92826
1687	-46.82494	-48.16049	1.335551	0.05436667	0.1830652	0.0426225	0.957378
1688	-47.2565	-48.91142	1.654926	0.03303417	0.1925259	0.390191	0.609809
1689	-46.98599	-48.54158	1.555591	0.04093508	0.1858414	0.250295	0.749705
1690	-45.75173	-48.53194	2.780218	0.04093508	0.08338323	0.214864	0.785136
1691	-46.3919	-50.16702	3.77512	0.02874869	0.03980241	0.930001	0.0699987
1692	-47.58032	-51.10391	3.523591	0.04069537	0.03892027	0.0651801	0.93482
1693	-46.75039	-50.23536	3.484974	0.04993952	0.03265808	0.637334	0.362666
1694	-47.51342	-50.88311	3.369685	0.06015255	0.0301601	0.656093	0.343907
1695	-46.18222	-49.89307	3.710849	0.03298214	0.03796256	0.910908	0.0890921
1696	-45.89602	-49.26342	3.367406	0.03298214	0.05623722	0.777982	0.222018
1697	-45.83708	-48.95584	3.118758	0.04482579	0.05623722	0.650998	0.349002
1698	-45.92605	-48.78784	2.86179	0.04848229	0.06792238	0.349002	0.650998
1699	-45.70967	-48.83602	3.12635	0.04322108	0.05763649	0.743412	0.256588
1700	-46.43753	-49.38088	2.943351	0.05869426	0.05213307	0.743412	0.256588
1701	-48.11141	-50.83053	2.719119	0.07300906	0.05213307	0.226748	0.773252
1702	-47.43435	-50.19175	2.757398	0.07197583	0.05084631	0.8842	0.1158
1703	-48.26129	-51.01869	2.757398	0.07197583	0.05084631	0.1158	0.8842
1704	-46.90047	-49.75032	2.849845	0.06593239	0.05084631	0.882998	0.117002
1705	-46.54474	-48.97078	2.426037	0.06664511	0.07664884	0.36988	0.63012
1706	-46.15076	-48.81379	2.663024	0.05722557	0.07091061	0.36988	0.63012
1707	-47.18167	-49.59146	2.409786	0.0733133	0.07091061	0.378589	0.621411
1708	-46.92673	-49.20655	2.279818	0.0733133	0.07976041	0.378589	0.621411
1709	-46.16484	-48.53763	2.372796	0.06325534	0.08412127	0.432727	0.567273
1710	-45.98628	-48.35907	2.372796	0.06325534	0.08412127	0.858817	0.141183
1711	-46.5868	-49.26611	2.679309	0.06325534	0.06349496	0.505724	0.494276
1712	-45.69546	-47.90459	2.209127	0.04717078	0.1178428	0.41985	0.58015
1713	-45.95458	-47.89338	1.938807	0.06289688	0.1178428	0.572627	0.427373
1714	-46.17399	-47.94157	1.767583	0.06598221	0.1279541	0.216009	0.783991
1715	-45.55946	-48.28659	2.727135	0.04012962	0.08839578	0.578645	0.421355
1716	-46.05844	-47.95891	1.900462	0.0474423	0.1433959	0.358352	0.641648
1717	-46.25198	-48.2143	1.962316	0.06838346	0.1090526	0.254143	0.745857
1718	-45.88824	-47.73969	1.851453	0.05722838	0.1328116	0.953206	0.0467942
1719	-46.38317	-48.06937	1.686201	0.04812193	0.1611997	0.23441	0.76559
1720	-45.51884	-47.98068	2.461839	0.05131882	0.09225117	0.738782	0.261218
1721	-47.42359	-49.66419	2.2406	0.07717652	0.07853993	0.0622304	0.93777
1722	-46.2717	-48.76746	2.495757	0.06054114	0.07853993	0.171367	0.828633
1723	-46.27573	-48.70269	2.42696	0.0648355	0.07853993	0.588583	0.411417
1724	-45.41589	-48.01056	2.594672	0.04407043	0.09236922	0.851996	0.148004
1725	-45.77337	-48.43363	2.660261	0.04407043	0.08754676	0.0628534	0.937147
1726	-45.63119	-48.09346	2.462265	0.05496123	0.08754676	0.742933	0.257067
1727	-45.90513	-48.458	2.552867	0.03454344	0.1108817	0.696387	0.303613
1728	-45.70898	-48.61252	2.903537	0.03454344	0.08430887	0.657147	0.342853
1729	-46.13914	-48.55661	2.417472	0.034127	0.1226285	0.247452	0.752548
1730	-46.39909	-49.00445	2.60536	0.02898868	0.1173067	0.511971	0.488029
1731	-47.00048	-49.42909	2.428602	0.02197964	0.1487439	0.511971	0.488029
1732	-48.02386	-49.83236	1.808503	0.01968316	0.2127597	0.622814	0.377186
1733	-47.28009	-49.47327	2.193188	0.01968316	0.1765289	0.806945	0.193055
1734	-47.27903	-49.91559	2.636565	0.01806181	0.1419247	0.853885	0.146115
1735	-46.93027	-49.36171	2.431442	0.02147451	0.1498719	0.140989	0.859011
1736	-45.67301	-48.09236	2.419346	0.04067432	0.1110834	0.635418	0.364582
1737	-45.37892	-48.15962	2.780701	0.04481507	0.07797897	0.936524	0.0634765
1738	-46.90429	-49.29414	2.389845	0.07275733	0.07279174	0.695932	0.304068
1739	-46.54868	-48.50078	1.952097	0.07275733	0.1046542	0.140346	0.859654
1740	-45.72704	-48.28171	2.554671	0.05142062	0.08533061	0.335931	0.664069
1741	-46.85643	-48.22872	1.372288	0.05142062	0.1844412	0.276845	0.723155
1742	-46.85555	-48.17187	1.31632	0.05462354	0.1844412	0.15925	0.84075
1743	-47.9691	-48.57968	0.6105777	0.08536263	0.2066403	0.587675	0.412325
1744	-47.52623	-49.04911	1.522884	0.09014036	0.1192223	0.585251	0.414749
1745	-46.10952	-47.94858	1.839056	0.06520109	0.1230284	0.285566	0.714434
1746	-46.82322	-48.44083	1.617609	0.08001179	0.1230284	0.553304	0.446696
1747	-45.81574	-48.01731	2.201574	0.05733006	0.1041657	0.241155	0.758845
1748	-46.44456	-47.90166	1.457098	0.06225996	0.1600006	0.283094	0.716906
1749	-47.79452	-48.59854	0.8040223	0.0626875	0.2204377	0.716906	0.283094
1750	-46.05568	-47.79396	1.738282	0.05623574	0.1439558	0.772519	0.227481
1751	-45.78396	-48.0631	2.279141	0.05623574	0.09959956	0.277805	0.722195
1752	-46.54606	-49.99173	3.445664	0.03213851	0.05283743	0.310015	0.689985
1753	-46.30138	-49.74705	3.445664	0.03213851	0.05283743	0.487766	0.512234
1754	-47.40047	-50.21888	2.818416	0.06569017	0.05283743	0.274698	0.725302
1755	-45.69914	-48.46548	2.766335	0.04943786	0.07307618	0.559137	0.440863
1756	-46.22841	-48.35468	2.126272	0.06796668	0.09684322	0.559137	0.440863
1757	-46.71232	-48.08679	1.374477	0.05525199	0.1780588	0.566124	0.433876
1758	-46.79086	-48.40962	1.618766	0.0422867	0.1774771	0.414144	0.585856
1759	-45.45941	-48.07058	2.611168	0.0422867	0.09374871	0.785844	0.214156
1760	-46.25154	-48.41211	2.160568	0.06841064	0.09374871	0.661804	0.338196
1761	-46.31459	-47.91097	1.596373	0.06841064	0.1392909	0.621754	0.378246
1762	-46.15959	-48.72663	2.567038	0.03189855	0.114643	0.418868	0.581132
1763	-45.71608	-47.7554	2.039319	0.05235004	0.1240906	0.859609	0.140391
1764	-45.72194	-48.09095	2.369003	0.0417784	0.1133297	0.381705	0.618295
1765	-46.21485	-48.88937	2.674518	0.02959739	0.1105144	0.922539	0.077461
1766	-47.32521	-49.11708	1.791877	0.02880474	0.1892954	0.968046	0.0319541
1767	-47.04742	-48.3779	1.330482	0.0492374	0.1920178	0.672525	0.327475
1768	-45.73696	-48.06865	2.331686	0.04146953	0.1168425	0.554257	0.445743
1769	-45.7227	-48.14282	2.420119	0.05308378	0.09304147	0.296738	0.703262
1770	-45.97981	-47.898	1.918188	0.06243682	0.1201287	0.384657	0.615343
1771	-45.68441	-48.22695	2.542545	0.03740489	0.1067289	0.847637	0.152363
1772	-45.88591	-47.97189	2.085975	0.06238087	0.1067289	0.676773	0.323227
1773	-47.15533	-49.62511	2.469781	0.07222365	0.06804004	0.431311	0.568689
1774	-46.46753	-48.39312	1.925584	0.07193333	0.1076999	0.174868	0.825132
1775	-47.68874	-48.7444	1.055665	0.05014269	0.2166504	0.825132	0.174868
1776	-45.71148	-48.05191	2.340428	0.05014269	0.1030713	0.0835992	0.916401
1777	-46.35761	-48.3356	1.977989	0.07238616	0.1030713	0.916401	0.0835992
1778	-46.52057	-48.49856	1.977989	0.07238616	0.1030713	0.224578	0.775422
1779	-46.24794	-48.30454	2.056599	0.06721706	0.1030713	0.17051	0.82949
1780	-46.21932	-48.01685	1.797529	0.06721706	0.1238629	0.108099	0.891901
1781	-45.96146	-48.49542	2.53396	0.03550753	0.1106739	0.134007	0.865993
1782	-46.1199	-48.5058	2.385904	0.0349985	0.123616	0.113905	0.886095
1783	-46.11096	-48.49686	2.385904	0.0349985	0.123616	0.202173	0.797827
1784	-45.96324	-48.29157	2.328329	0.0376378	0.123616	0.474608	0.525392
1785	-46.79665	-48.16328	1.366627	0.05324572	0.181985	0.616795	0.383205
1786	-47.28554	-48.40898	1.123445	0.08515969	0.1593654	0.242044	0.757956
1787	-47.27447	-48.39792	1.123445	0.08515969	0.1593654	0.50693	0.49307
1788	-47.21645	-48.35364	1.137194	0.0841739	0.1593654	0.685051	0.314949
1789	-47.4552	-48.34257	0.88737	0.08200137	0.1849677	0.654398	0.345602
1790	-46.99087	-48.6025	1.611634	0.08200137	0.1211905	0.260396	0.739604
1791	-48.03916	-49.15025	1.111085	0.09886679	0.1441534	0.840521	0.159479
1792	-48.41891	-48.93569	0.5167862	0.09886679	0.1982464	0.737842	0.262158
1793	-48.42152	-48.9383	0.5167862	0.09886679	0.1982464	0.505786	0.494214
1794	-47.22511	-48.26593	1.040816	0.06235746	0.1982464	0.618988	0.381012
1795	-46.19563	-47.94788	1.752243	0.04990444	0.1524236	0.503509	0.496491
1796	-46.42205	-48.41205	1.989994	0.03772889	0.1524236	0.543239	0.456761
1797	-47.09417	-48.75918	1.665009	0.03517112	0.1870363	0.1826	0.8174
1798	-47.10387	-48.76888	1.665009	0.03517112	0.1870363	0.32087	0.67913
1799	-46.86954	-48.99929	2.129751	0.02870033	0.1586068	0.894077	0.105923
1800	-46.29055	-48.43651	2.145961	0.03636887	0.1413573	0.370976	0.629024
1801	-45.93799	-48.4558	2.517804	0.03636887	0.1104546	0.0534218	0.946578
1802	-46.65586	-48.96161	2.305755	0.02857404	0.1433909	0.0534218	0.946578
1803	-47.2556	-49.26508	2.009475	0.0212577	0.1888276	0.010432	0.989568
1804	-47.18718	-49.91019	2.723008	0.0212577	0.1254976	0.869858	0.130142
1805	-47.29996	-49.23106	1.931106	0.02285247	0.1915806	0.015937	0.984063
1806	-47.01196	-49.63487	2.622902	0.01148089	0.1679207	0.015937	0.984063
1807	-47.39902	-49.73612	2.337102	0.013072	0.1870821	0.244821	0.755179
1808	-47.56746	-49.68176	2.114293	0.01587583	0.1967655	0.244821	0.755179
1809	-47.87577	-49.91212	2.036357	0.01587583	0.2041626	0.57999	0.42001
1810	-47.56883	-49.15887	1.590046	0.03059212	0.2041626	0.492039	0.507961
1811	-46.51076	-48.43278	1.92202	0.03792652	0.1580861	0.281527	0.718473
1812	-45.92605	-47.76559	1.839541	0.05708101	0.1340318	0.718473	0.281527
1813	-45.73948	-47.81338	2.0739	0.04843473	0.1270658	0.903331	0.0966685
1814	-45.4414	-47.86193	2.420535	0.04843473	0.09929379	0.903331	0.0966685
1815	-46.14353	-47.91295	1.769417	0.05081192	0.1494747	0.418262	0.581738
1816	-45.98391	-48.48608	2.502173	0.0350414	0.1140475	0.306713	0.693287
1817	-46.90954	-49.22	2.310464	0.02266552	0.1573439	0.115615	0.884385
1818	-48.70109	-50.18596	1.484871	0.02266552	0.2350546	0.615067	0.384933
1819	-49.88219	-51.15744	1.275247	0.02113157	0.2605993	0.980059	0.0199414
1820	-48.02547	-49.69599	1.670522	0.02223263	0.2182202	0.018628	0.981372
1821	-47.94828	-49.70941	1.761134	0.02197481	0.2102489	0.905989	0.0940108
1822	-47.07157	-49.60856	2.536998	0.0191871	0.1471678	0.451862	0.548138
1823	-47.18119	-49.78252	2.60133	0.01737072	0.1471678	0.63755	0.36245
1824	-47.04674	-49.50456	2.457811	0.02161784	0.1471678	0.648744	0.351256
1825	-47.13288	-50.22959	3.096711	0.02161784	0.09495856	0.351256	0.648744
1826	-45.78477	-48.12619	2.34142	0.05617074	0.09495856	0.333498	0.666502
1827	-45.66673	-48.50862	2.841894	0.0428741	0.07636423	0.434305	0.565695
1828	-45.61011	-48.80882	3.198715	0.03556703	0.06293861	0.900809	0.0991906
1829	-45.6717	-48.63558	2.963878	0.04718954	0.06293861	0.749662	0.250338
1830	-46.27463	-49.60848	3.333857	0.03677673	0.05324416	0.357448	0.642552
1831	-47.13854	-50.27371	3.135175	0.05580959	0.04435	0.273756	0.726244
