Iteration	Posterior	Likelihood	Prior	q_01	q_10	root_frequencies[1]	root_frequencies[2]
135	-46.02094	-48.90968	2.888735	0.035815	0.08334515	0.0108152	0.989185
136	-45.64036	-48.50094	2.860573	0.05192064	0.06403732	0.989185	0.0108152
137	-45.8054	-47.76096	1.955557	0.05192064	0.1317325	0.989185	0.0108152
138	-47.03695	-48.31855	1.281596	0.05192064	0.1920908	0.896993	0.103007
139	-47.18841	-48.78818	1.599769	0.03567941	0.1920908	0.0989225	0.901078
140	-45.73491	-48.50051	2.7656	0.03567941	0.09252943	0.516435	0.483565
141	-45.73922	-48.78784	3.048611	0.03567941	0.07250156	0.584476	0.415524
142	-45.63338	-48.66992	3.036539	0.03622941	0.07250156	0.717626	0.282374
143	-46.08162	-47.83003	1.748416	0.05898431	0.1391092	0.142213	0.857787
144	-45.54596	-47.84255	2.296581	0.05175445	0.1042424	0.76139	0.23861
145	-46.62543	-49.16445	2.539016	0.06522417	0.07053166	0.350885	0.649115
146	-47.76851	-50.32482	2.556307	0.07751224	0.05777062	0.771662	0.228338
147	-46.47915	-49.38278	2.903634	0.05530714	0.05777062	0.325936	0.674064
148	-46.6346	-49.28056	2.645961	0.06633313	0.06254622	0.783983	0.216017
149	-46.85779	-50.15558	3.29778	0.05150781	0.03993624	0.416131	0.583869
150	-46.16023	-49.50816	3.347933	0.04872478	0.03993624	0.882962	0.117038
151	-46.43662	-49.85973	3.423103	0.04751468	0.03741572	0.662478	0.337522
152	-46.40291	-49.98177	3.578861	0.04749029	0.03060197	0.916949	0.0830508
153	-46.35118	-49.60853	3.257356	0.05349407	0.04020592	0.916949	0.0830508
154	-46.52567	-49.78303	3.257356	0.05349407	0.04020592	0.738623	0.261377
155	-46.98253	-50.33541	3.352876	0.04784609	0.04048429	0.261377	0.738623
156	-45.9314	-49.37052	3.43912	0.03300767	0.05205295	0.817543	0.182457
157	-46.67995	-49.99532	3.315369	0.03274825	0.05968504	0.0729533	0.927047
158	-46.36053	-49.02586	2.665329	0.02898101	0.1124838	0.405528	0.594472
159	-46.86727	-49.9836	3.116333	0.02311666	0.09011016	0.46652	0.53348
160	-46.27456	-49.24475	2.970191	0.02842881	0.09011016	0.367142	0.632858
161	-46.61087	-49.48814	2.877267	0.02608704	0.1017804	0.132218	0.867782
162	-46.75941	-49.70115	2.941739	0.02379299	0.1017804	0.867782	0.132218
163	-48.43744	-51.7639	3.326456	0.01479456	0.09606984	0.867782	0.132218
164	-47.39431	-50.27737	2.883058	0.01504623	0.1307464	0.421836	0.578164
165	-47.26029	-50.0672	2.806905	0.0149342	0.1376114	0.410292	0.589708
166	-47.53589	-50.53947	3.003573	0.0149342	0.1211012	0.119272	0.880728
167	-47.47214	-49.55411	2.081962	0.0192262	0.1882731	0.802083	0.197917
168	-48.83091	-49.57889	0.7479868	0.04725123	0.2520793	0.197917	0.802083
169	-46.32401	-48.05916	1.73515	0.04722392	0.1583076	0.689418	0.310582
170	-45.6428	-48.12436	2.481556	0.0545203	0.08669646	0.689418	0.310582
171	-46.06629	-47.80929	1.742999	0.0545203	0.146094	0.898972	0.101028
172	-45.62961	-47.92746	2.297842	0.0545203	0.1004111	0.624576	0.375424
173	-45.61087	-48.58255	2.971675	0.0487108	0.06071321	0.946761	0.053239
174	-46.01492	-49.26285	3.24793	0.04964504	0.04410911	0.946761	0.053239
175	-45.88277	-49.36913	3.486367	0.03747686	0.04410911	0.898731	0.101269
176	-46.66815	-50.09768	3.429529	0.03747686	0.04709912	0.240017	0.759983
177	-46.89556	-50.22164	3.326083	0.05362968	0.03682606	0.550073	0.449927
178	-46.86854	-49.88561	3.017079	0.05362968	0.05282276	0.139995	0.860005
179	-46.10831	-49.31933	3.211023	0.04632737	0.04934389	0.584743	0.415257
180	-45.55407	-48.34935	2.795279	0.04359781	0.07860127	0.584743	0.415257
181	-46.00044	-48.82292	2.822487	0.05405567	0.06408578	0.584743	0.415257
182	-46.74541	-48.42411	1.678696	0.07823993	0.1200961	0.368659	0.631341
183	-46.12162	-47.83665	1.715034	0.0651751	0.1334475	0.812351	0.187649
184	-45.98351	-47.90829	1.924784	0.06510076	0.1161441	0.876801	0.123199
185	-46.11915	-48.92104	2.80189	0.02934315	0.1010391	0.876801	0.123199
186	-46.25292	-47.90157	1.648653	0.06751676	0.1359917	0.580478	0.419522
187	-45.76685	-48.10302	2.33617	0.04208669	0.115479	0.225943	0.774057
188	-45.8305	-47.96987	2.139373	0.04637845	0.1247974	0.0648239	0.935176
189	-45.69026	-48.04901	2.358741	0.04060046	0.1160742	0.912085	0.0879146
190	-45.72117	-47.97865	2.257476	0.04575791	0.1160742	0.229876	0.770124
191	-47.55885	-50.48594	2.927084	0.01856795	0.1160742	0.984697	0.015303
192	-45.90338	-48.37935	2.47597	0.0362381	0.1140306	0.437916	0.562084
193	-45.94513	-48.42894	2.483815	0.03588001	0.1140306	0.292633	0.707367
194	-46.34564	-48.92123	2.575597	0.02974025	0.1181956	0.545507	0.454493
195	-47.41959	-49.46969	2.050094	0.02110575	0.1854849	0.954733	0.0452674
196	-46.95177	-49.28474	2.332974	0.0228127	0.1549487	0.369549	0.630451
197	-46.69204	-49.25815	2.566115	0.02647204	0.1259368	0.572189	0.427811
198	-46.3892	-49.6213	3.232103	0.02557672	0.07685695	0.751222	0.248778
199	-45.94497	-48.51881	2.573842	0.03338489	0.1113121	0.901697	0.098303
200	-45.69806	-48.04971	2.351648	0.04393771	0.1113121	0.240809	0.759191
201	-45.65732	-47.78227	2.124952	0.05649672	0.1113121	0.899379	0.100621
202	-46.02586	-48.16124	2.135383	0.04121035	0.1335794	0.107193	0.892807
203	-47.12573	-49.62289	2.497157	0.01854996	0.1526039	0.637024	0.362976
204	-45.84569	-47.98306	2.137371	0.04598292	0.1255839	0.0424378	0.957562
205	-45.93373	-48.25143	2.317699	0.03755385	0.1246452	0.92828	0.0717202
206	-47.2607	-48.78745	1.526747	0.03755385	0.1951357	0.579752	0.420248
207	-50.4662	-51.67585	1.209643	0.01966768	0.2720187	0.647941	0.352059
208	-47.55051	-49.55311	2.002602	0.01913169	0.196032	0.487403	0.512597
209	-46.8962	-49.20679	2.310596	0.02258885	0.1575381	0.0403967	0.959603
210	-48.27164	-51.51302	3.241385	0.01498967	0.1019471	0.752458	0.247542
211	-47.07427	-49.60759	2.533326	0.01383509	0.1658716	0.247542	0.752458
212	-46.97837	-49.67245	2.694077	0.01383509	0.1515115	0.0654233	0.934577
213	-47.77735	-49.77024	1.992894	0.01713219	0.2037127	0.423605	0.576395
214	-47.57731	-49.29896	1.721649	0.02568484	0.2037127	0.158449	0.841551
215	-47.22121	-49.78475	2.563544	0.01450286	0.1605447	0.650835	0.349165
216	-46.96155	-49.13173	2.170176	0.02633294	0.1605447	0.807314	0.192686
217	-46.98618	-49.15204	2.165866	0.02649275	0.1605447	0.99497	0.00503002
218	-46.88658	-49.19056	2.303981	0.02649275	0.1483014	0.988722	0.0112781
219	-46.54972	-49.48258	2.932854	0.02649275	0.09669169	0.160891	0.839109
220	-46.12983	-49.27093	3.141096	0.0376731	0.06368648	0.235025	0.764975
221	-46.36283	-49.84811	3.485273	0.03683435	0.04488231	0.470151	0.529849
222	-46.02288	-49.41262	3.389741	0.0433008	0.04296042	0.779138	0.220862
223	-46.64706	-50.40791	3.760852	0.0433008	0.02660497	0.731645	0.268355
224	-45.57899	-48.585	3.006008	0.04211356	0.06646331	0.731645	0.268355
225	-46.06126	-48.8082	2.746937	0.03122991	0.1017036	0.497105	0.502895
226	-45.66182	-47.7571	2.095273	0.05127108	0.1210491	0.908257	0.0917427
227	-45.89391	-48.09426	2.200355	0.04252089	0.1259161	0.0917427	0.908257
228	-47.23154	-48.30185	1.070304	0.08206234	0.1680686	0.0917427	0.908257
229	-46.75964	-48.6374	1.877759	0.0348683	0.1680686	0.292607	0.707393
230	-45.67119	-48.56177	2.890582	0.0348683	0.08471458	0.707393	0.292607
231	-45.93554	-48.65438	2.71884	0.0348683	0.09739726	0.111738	0.888262
232	-45.71504	-48.1182	2.403162	0.04787749	0.101416	0.0226941	0.977306
233	-45.65311	-48.1928	2.539692	0.04787749	0.09110455	0.274187	0.725813
234	-45.70782	-48.24751	2.539692	0.04787749	0.09110455	0.15437	0.84563
235	-46.2446	-48.00753	1.762932	0.06953281	0.1237834	0.655733	0.344267
236	-47.37093	-49.02141	1.650488	0.08787234	0.1114166	0.951033	0.048967
237	-45.78606	-47.79728	2.011212	0.06027975	0.1154006	0.951033	0.048967
238	-46.1467	-47.88818	1.741479	0.0669586	0.128868	0.807616	0.192384
239	-46.32825	-48.15815	1.829892	0.04396086	0.1553954	0.0690365	0.930964
240	-45.62722	-48.02934	2.402126	0.05081658	0.09740834	0.38538	0.61462
241	-45.62571	-47.99638	2.370669	0.05081658	0.09980746	0.38538	0.61462
242	-46.31435	-48.38346	2.069108	0.06915704	0.09980746	0.404788	0.595212
243	-46.45696	-47.90724	1.450275	0.06562051	0.1558529	0.270773	0.729227
244	-46.90013	-48.08875	1.188616	0.06290922	0.1835546	0.611196	0.388804
245	-46.84887	-48.27036	1.421495	0.04921439	0.1835546	0.863098	0.136902
246	-46.70256	-48.01598	1.313413	0.06063357	0.1754202	0.40858	0.59142
247	-46.3618	-48.6557	2.293898	0.03286982	0.1354181	0.572252	0.427748
248	-45.95753	-49.0315	3.073976	0.03286982	0.07508203	0.427748	0.572252
249	-46.30438	-48.90783	2.603449	0.05707372	0.07508203	0.0301702	0.96983
250	-46.05271	-49.31558	3.262868	0.03673026	0.05745957	0.44817	0.55183
251	-46.21068	-48.16003	1.949346	0.06712838	0.1116235	0.12162	0.87838
252	-46.86254	-48.59577	1.733234	0.0804619	0.1130887	0.712181	0.287819
253	-47.14398	-48.81787	1.673892	0.08467106	0.1130887	0.785668	0.214332
254	-46.50867	-48.94619	2.437524	0.06481829	0.07782693	0.19261	0.80739
255	-45.96444	-47.82371	1.859269	0.05523167	0.1350193	0.19261	0.80739
256	-45.85558	-47.80056	1.944979	0.05776551	0.1242208	0.503897	0.496103
257	-45.64614	-48.52402	2.877879	0.0354673	0.08466935	0.702678	0.297322
258	-45.40019	-48.0673	2.667105	0.04579204	0.08466935	0.867784	0.132216
259	-45.69998	-48.08135	2.381373	0.04579204	0.1061459	0.0727214	0.927279
260	-46.61988	-48.27187	1.651992	0.04435408	0.1707226	0.793375	0.206625
261	-46.87251	-48.56877	1.696264	0.0381143	0.1782138	0.242027	0.757973
262	-45.76804	-47.94214	2.174096	0.04450236	0.1248813	0.692864	0.307136
263	-45.68814	-48.47354	2.785394	0.03632743	0.09001429	0.546693	0.453307
264	-46.00417	-48.41337	2.4092	0.03632743	0.1192885	0.150387	0.849613
265	-45.85596	-48.03703	2.181069	0.04223397	0.1280012	0.73077	0.26923
266	-46.38108	-48.80568	2.424604	0.03105883	0.1280012	0.26923	0.73077
267	-46.74221	-49.99837	3.256157	0.0231646	0.07996903	0.712271	0.287729
268	-47.66304	-50.64555	2.982505	0.01734455	0.115144	0.705294	0.294706
269	-46.75395	-49.78499	3.031045	0.02419574	0.09410397	0.378297	0.621703
270	-46.31244	-48.93869	2.626247	0.02946702	0.1146421	0.672126	0.327874
271	-46.33835	-47.98837	1.650022	0.05091068	0.1599077	0.402904	0.597096
272	-46.95907	-48.31887	1.359803	0.04967061	0.1885326	0.399349	0.600651
273	-45.94239	-47.86137	1.918988	0.04967061	0.1382723	0.603912	0.396088
274	-46.76939	-48.30761	1.538222	0.07872115	0.1312027	0.396088	0.603912
275	-46.39064	-48.02686	1.636218	0.072045	0.1312027	0.738642	0.261358
276	-46.55932	-48.01621	1.456893	0.072045	0.1466024	0.221143	0.778857
277	-46.43084	-48.12132	1.690483	0.072045	0.1266503	0.210043	0.789957
278	-46.074	-48.41839	2.344382	0.0352228	0.1266503	0.993775	0.00622468
279	-45.57254	-48.03618	2.463642	0.05583392	0.08636691	0.995508	0.00449176
280	-46.14614	-48.39484	2.248699	0.06276588	0.09377263	0.0999345	0.900066
281	-46.57766	-48.37877	1.801117	0.07443908	0.1146533	0.137958	0.862042
282	-46.50113	-48.14341	1.642276	0.07443908	0.1277035	0.651394	0.348606
283	-47.93753	-48.55396	0.6164305	0.0830179	0.2092181	0.790264	0.209736
284	-47.03234	-48.22414	1.191797	0.05737494	0.1917145	0.209736	0.790264
285	-45.9162	-48.40434	2.488143	0.03499717	0.1152584	0.853575	0.146425
286	-45.58216	-48.44893	2.866766	0.04150752	0.0765229	0.578354	0.421646
287	-45.86533	-48.42854	2.563213	0.05821912	0.0765229	0.750369	0.249631
288	-46.65509	-49.88348	3.228396	0.02588874	0.0765229	0.249631	0.750369
289	-46.80075	-49.56437	2.763622	0.02443428	0.1143792	0.831321	0.168679
290	-45.43333	-48.17884	2.745517	0.0397722	0.08759172	0.902927	0.0970733
291	-45.63874	-48.18747	2.548732	0.05000621	0.08759172	0.418164	0.581836
292	-46.20875	-47.94283	1.734084	0.05000621	0.1538673	0.833091	0.166909
293	-46.13822	-47.92978	1.791558	0.05000621	0.1488015	0.330041	0.669959
294	-45.76089	-48.05138	2.290489	0.04296914	0.1177672	0.294323	0.705677
295	-45.4645	-48.03833	2.573825	0.04296914	0.0955387	0.773108	0.226892
296	-45.42177	-48.20146	2.779687	0.04705184	0.07514319	0.926721	0.0732792
297	-45.75632	-48.21335	2.457034	0.04059504	0.1082206	0.161181	0.838819
298	-46.06536	-48.50494	2.439586	0.05808222	0.08537425	0.101615	0.898385
299	-45.542	-48.18766	2.645665	0.04640756	0.08537425	0.55188	0.44812
300	-45.71315	-47.8014	2.088256	0.05010401	0.1233498	0.709964	0.290036
301	-45.53334	-47.96196	2.428619	0.04536445	0.1030949	0.628048	0.371952
302	-45.78892	-48.53707	2.748151	0.05230816	0.07086687	0.602188	0.397812
303	-46.20047	-48.60523	2.404764	0.06092542	0.08451722	0.111071	0.888929
304	-45.70129	-47.89366	2.192373	0.05899808	0.1027247	0.888929	0.111071
305	-46.70313	-48.56828	1.865157	0.0770813	0.106478	0.590019	0.409981
306	-46.66338	-48.52392	1.860535	0.07739973	0.106478	0.899556	0.100444
307	-45.63849	-47.85651	2.218027	0.05461883	0.106478	0.655287	0.344713
308	-46.56778	-47.97035	1.40257	0.05863335	0.1702712	0.713214	0.286786
309	-45.64628	-47.87609	2.22981	0.05207216	0.1090463	0.466239	0.533761
310	-45.55699	-47.87578	2.318793	0.04654779	0.1099598	0.740107	0.259893
311	-46.3882	-48.28459	1.896388	0.04063772	0.1553534	0.882578	0.117422
312	-46.90514	-48.79422	1.889076	0.03170091	0.1737006	0.117422	0.882578
313	-46.23884	-48.47124	2.232393	0.03539727	0.1357712	0.586261	0.413739
314	-47.94794	-48.64294	0.6950043	0.09114612	0.1911324	0.413739	0.586261
315	-50.89548	-50.40841	-0.4870679	0.08930593	0.3109746	0.0964855	0.903515
316	-47.01724	-48.11524	1.097993	0.07150615	0.1796126	0.0964855	0.903515
317	-46.74111	-48.13125	1.390138	0.05336783	0.1796126	0.901042	0.098958
318	-47.00115	-48.76923	1.768084	0.0341418	0.1796126	0.638559	0.361441
319	-46.96959	-48.72994	1.760349	0.03448384	0.1796126	0.303745	0.696255
320	-45.87508	-48.2775	2.402423	0.03786246	0.1171485	0.421282	0.578718
321	-45.76487	-48.54541	2.780536	0.03519777	0.09221222	0.493	0.507
322	-45.66034	-47.89188	2.231535	0.05014525	0.1116411	0.371027	0.628973
323	-45.6728	-47.98564	2.312839	0.04574502	0.1116411	0.291016	0.708984
324	-45.84945	-48.19689	2.347438	0.04016387	0.1177156	0.149531	0.850469
325	-46.15125	-48.15178	2.000528	0.04185415	0.1440498	0.588519	0.411481
326	-45.8117	-48.02974	2.218035	0.04185415	0.1255486	0.855248	0.144752
327	-45.43921	-48.31738	2.878176	0.04185415	0.07526822	0.839657	0.160343
328	-45.73514	-48.50197	2.766832	0.04764415	0.07526822	0.403071	0.596929
329	-45.78296	-48.71497	2.932008	0.04764415	0.06441211	0.58246	0.41754
330	-45.5541	-48.32299	2.768892	0.04427136	0.07952749	0.574023	0.425977
331	-45.82604	-48.98753	3.16149	0.03157327	0.0712528	0.785516	0.214484
332	-45.61801	-47.7602	2.142193	0.05503794	0.1119166	0.945108	0.0548922
333	-45.73242	-48.03325	2.300827	0.04619768	0.1119166	0.0271458	0.972854
334	-46.04388	-47.96282	1.91894	0.04619768	0.1438145	0.954738	0.0452621
335	-45.4902	-48.13697	2.646771	0.05163115	0.07855613	0.954738	0.0452621
336	-45.69586	-48.04773	2.351872	0.05900081	0.09065565	0.954738	0.0452621
