Iteration	Posterior	Likelihood	Prior	q_01	q_10	root_frequencies[1]	root_frequencies[2]
12978	-45.69554	-48.65377	2.958229	0.04066535	0.07149311	0.494868	0.505132
12979	-46.13727	-49.7462	3.608936	0.03010929	0.04652671	0.906796	0.0932042
12980	-48.84413	-52.99115	4.147021	0.02400153	0.029067	0.161682	0.838318
12981	-47.55203	-51.12538	3.573357	0.04077002	0.03651295	0.106794	0.893206
12982	-46.34857	-49.77546	3.426889	0.05069731	0.03459843	0.969236	0.0307635
12983	-46.58928	-49.9392	3.349921	0.05509567	0.03459843	0.985305	0.014695
12984	-47.16709	-51.1344	3.967311	0.02222523	0.03926822	0.984063	0.0159368
12985	-47.72908	-51.26161	3.532527	0.02076722	0.06637543	0.0882173	0.911783
12986	-46.09069	-49.35177	3.261081	0.0303357	0.06669861	0.575904	0.424096
12987	-46.37875	-48.47847	2.099728	0.03598183	0.146105	0.676583	0.323417
12988	-46.05889	-47.81193	1.753036	0.05393157	0.146105	0.955568	0.0444315
12989	-47.5408	-48.73425	1.193447	0.09099532	0.146105	0.342268	0.657732
12990	-47.90882	-48.58743	0.678606	0.08859034	0.1959485	0.342268	0.657732
12991	-47.54643	-48.52998	0.9835516	0.08859034	0.1677044	0.0637422	0.936258
12992	-47.39886	-48.77577	1.376911	0.08859034	0.1331388	0.118633	0.881367
12993	-47.06936	-48.37593	1.30657	0.08260348	0.1463438	0.0306988	0.969301
12994	-45.60274	-47.78496	2.182217	0.05581394	0.1076878	0.969301	0.0306988
12995	-45.67897	-47.78327	2.104298	0.05581394	0.1138937	0.793774	0.206226
12996	-45.92851	-47.79931	1.870799	0.05581394	0.1331964	0.396589	0.603411
12997	-45.88756	-47.79082	1.903264	0.05581394	0.1304531	0.466583	0.533417
12998	-45.80771	-48.55332	2.745614	0.03782123	0.09057535	0.156235	0.843765
12999	-46.321	-47.86906	1.548063	0.06510305	0.1479413	0.440642	0.559358
13000	-45.96678	-47.99192	2.025139	0.06367472	0.1099022	0.559358	0.440642
13001	-46.65328	-48.76978	2.1165	0.0730741	0.09178282	0.408549	0.591451
13002	-46.49315	-48.23961	1.746455	0.0730741	0.1207467	0.0969275	0.903073
13003	-45.4986	-48.16913	2.670532	0.0509046	0.07780583	0.903073	0.0969275
13004	-46.044	-48.66245	2.618448	0.05386585	0.07780583	0.121624	0.878376
13005	-45.91119	-49.22384	3.312651	0.03003373	0.06388727	0.88623	0.11377
13006	-46.21107	-47.84996	1.638893	0.05607998	0.1528969	0.699305	0.300695
13007	-46.3218	-47.86377	1.541976	0.06194625	0.1528969	0.315409	0.684591
13008	-47.51828	-48.40001	0.881725	0.06541417	0.2087794	0.374517	0.625483
13009	-46.73804	-48.00193	1.26389	0.07017499	0.1662783	0.533486	0.466514
13010	-46.25184	-47.97581	1.723972	0.07017499	0.1262083	0.933007	0.0669925
13011	-46.3847	-48.0649	1.680198	0.07289526	0.1264486	0.933007	0.0669925
13012	-45.62456	-47.77286	2.148298	0.04965291	0.1190847	0.933007	0.0669925
13013	-45.62856	-48.45018	2.82162	0.04394158	0.07632265	0.49351	0.50649
13014	-45.91697	-49.09973	3.182761	0.03135244	0.07019493	0.675201	0.324799
13015	-46.11367	-49.31317	3.1995	0.03477871	0.06399146	0.324799	0.675201
13016	-45.70673	-48.48651	2.779774	0.03907006	0.08616348	0.324799	0.675201
13017	-45.6635	-47.79023	2.126735	0.05252546	0.1166702	0.682396	0.317604
13018	-46.0463	-47.95127	1.904971	0.04694622	0.143807	0.752527	0.247473
13019	-46.60657	-49.57261	2.966046	0.02454269	0.09826471	0.941811	0.0581887
13020	-46.65572	-48.4242	1.768474	0.03998722	0.1680351	0.963051	0.0369492
13021	-46.64386	-48.42879	1.784934	0.03942348	0.1675971	0.256406	0.743594
13022	-45.77387	-48.13473	2.360861	0.03999544	0.1169055	0.576287	0.423713
13023	-45.65767	-48.24491	2.587236	0.04836965	0.08695945	0.333604	0.666396
13024	-45.51026	-48.04813	2.53787	0.05109747	0.08695945	0.778008	0.221992
13025	-46.40062	-48.98953	2.588909	0.06156919	0.07108335	0.331839	0.668161
13026	-46.25783	-47.83795	1.580115	0.06156919	0.1500708	0.531031	0.468969
13027	-45.63056	-48.04963	2.419067	0.04239587	0.1083615	0.531031	0.468969
13028	-45.99871	-47.82603	1.82732	0.06212324	0.1280736	0.566355	0.433645
13029	-47.02672	-48.14437	1.117649	0.07570287	0.1720868	0.116151	0.883849
13030	-46.64618	-47.98282	1.336647	0.06243864	0.1706251	0.00289976	0.9971
13031	-47.18271	-48.39602	1.213316	0.0520718	0.1982786	0.0897415	0.910258
13032	-47.07983	-48.63453	1.554694	0.03936578	0.1889285	0.324894	0.675106
13033	-47.31185	-49.18648	1.874631	0.02581503	0.1889285	0.576451	0.423549
13034	-47.15558	-48.82568	1.670098	0.03404453	0.1889285	0.262843	0.737157
13035	-46.18618	-47.91563	1.729459	0.05155966	0.1518198	0.392682	0.607318
13036	-47.05874	-48.30929	1.250549	0.08215125	0.1518198	0.426232	0.573768
13037	-45.64778	-47.82652	2.17874	0.05134044	0.1141596	0.573768	0.426232
13038	-46.11847	-47.87921	1.76074	0.05134044	0.1494091	0.856051	0.143949
13039	-46.15802	-47.91876	1.76074	0.05134044	0.1494091	0.123577	0.876423
13040	-46.2294	-48.80362	2.574219	0.03140195	0.1150188	0.181881	0.818119
13041	-45.9882	-48.47949	2.49129	0.03498911	0.1150188	0.362731	0.637269
13042	-46.01448	-47.94542	1.930933	0.04685802	0.1417008	0.670933	0.329067
13043	-45.63576	-47.83425	2.198491	0.05423677	0.1085358	0.670933	0.329067
13044	-45.86447	-49.1002	3.235733	0.03330842	0.0638142	0.670933	0.329067
13045	-45.92951	-49.18381	3.254299	0.03330842	0.06265009	0.609898	0.390102
13046	-46.20544	-49.239	3.03356	0.04497516	0.0612088	0.198035	0.801965
13047	-45.8828	-48.97453	3.09173	0.03001434	0.07856272	0.878923	0.121077
13048	-45.9424	-48.96405	3.021646	0.03294223	0.07856272	0.405903	0.594097
13049	-47.03864	-49.00887	1.97023	0.02812682	0.1743784	0.594097	0.405903
13050	-47.0175	-49.05004	2.03254	0.02812682	0.1686913	0.978685	0.0213151
13051	-46.44177	-48.52266	2.080891	0.03551745	0.1486471	0.940312	0.0596878
13052	-46.2147	-48.12481	1.910103	0.04376814	0.1486471	0.00994663	0.990053
13053	-46.14595	-47.84079	1.694841	0.05957428	0.1428938	0.0847002	0.9153
13054	-45.70441	-47.98498	2.280565	0.05957428	0.09526477	0.962774	0.037226
13055	-46.95289	-48.50329	1.550403	0.04211087	0.1841265	0.962774	0.037226
13056	-47.68633	-48.97594	1.289606	0.04014145	0.2125732	0.962774	0.037226
13057	-45.92994	-48.49806	2.568111	0.03351682	0.1115274	0.962774	0.037226
13058	-45.80691	-48.74703	2.940121	0.03351682	0.08336328	0.563047	0.436953
13059	-45.97148	-47.92616	1.954684	0.06478454	0.1141317	0.823634	0.176366
13060	-46.19933	-47.88158	1.682247	0.06647794	0.1345019	0.597015	0.402985
13061	-46.64806	-49.18732	2.539253	0.06939925	0.06630843	0.998956	0.00104361
13062	-46.85319	-49.18993	2.336738	0.06939925	0.0798993	0.00618848	0.993812
13063	-45.78356	-48.66165	2.878088	0.05334793	0.06138049	0.926171	0.0738286
13064	-45.80367	-48.62404	2.820371	0.04934866	0.06959384	0.485079	0.514921
13065	-45.66097	-48.52862	2.867644	0.03519487	0.08584018	0.701936	0.298064
13066	-45.54287	-48.46708	2.924205	0.03519487	0.08180223	0.946883	0.0531168
13067	-45.55332	-48.74312	3.189792	0.03674528	0.06188914	0.946883	0.0531168
13068	-46.22055	-48.62069	2.400139	0.03350223	0.1252449	0.0531168	0.946883
13069	-46.79803	-48.70147	1.903444	0.03350223	0.1685484	0.255961	0.744039
13070	-46.70927	-48.51648	1.807214	0.03786216	0.1685484	0.635381	0.364619
13071	-46.7477	-48.58971	1.842008	0.0362466	0.1685484	0.570569	0.429431
13072	-45.9929	-47.82173	1.828831	0.05448574	0.1387163	0.318364	0.681636
13073	-45.66434	-47.7959	2.13156	0.05119951	0.1181843	0.681636	0.318364
13074	-45.98976	-47.84181	1.852052	0.05119951	0.1416719	0.705064	0.294936
13075	-46.76241	-48.09627	1.333858	0.05633777	0.1801041	0.488395	0.511605
13076	-45.78469	-48.01262	2.227929	0.04341699	0.1221714	0.423225	0.576775
13077	-47.10243	-48.73359	1.63116	0.0361029	0.188277	0.122945	0.877055
13078	-47.1743	-48.18259	1.00829	0.07127177	0.188277	0.122945	0.877055
13079	-49.1193	-49.74862	0.6293173	0.04910932	0.26053	0.476661	0.523339
13080	-50.26498	-49.92972	-0.3352595	0.1157502	0.26053	0.665503	0.334497
13081	-49.32645	-49.69993	0.3734825	0.1157502	0.1915253	0.676361	0.323639
13082	-50.45599	-50.02537	-0.4306196	0.09971558	0.2908498	0.504176	0.495824
13083	-50.15105	-50.17369	0.02263564	0.0665345	0.2924762	0.947881	0.0521195
13084	-50.24478	-50.4197	0.1749168	0.05710258	0.2924762	0.661929	0.338071
13085	-50.32707	-50.58732	0.2602449	0.05215869	0.2924461	0.526177	0.473823
13086	-48.25828	-48.86157	0.603293	0.06514931	0.2362385	0.526177	0.473823
13087	-49.19057	-49.24837	0.05780608	0.09592787	0.2465746	0.526177	0.473823
13088	-48.18145	-49.53483	1.353383	0.09886409	0.123594	0.394798	0.605202
13089	-46.67173	-48.32184	1.650108	0.07727972	0.123594	0.464072	0.535928
13090	-46.22711	-48.17313	1.946022	0.07001324	0.1083731	0.792482	0.207518
13091	-46.84765	-48.04274	1.195082	0.06618307	0.1781726	0.605801	0.394199
13092	-47.60673	-48.44383	0.8370996	0.06618307	0.2119084	0.199264	0.800736
13093	-48.46462	-48.88412	0.4194963	0.09538738	0.2119084	0.899141	0.100859
13094	-49.20799	-49.43373	0.2257358	0.1103965	0.2119084	0.1408	0.8592
13095	-48.35865	-48.82063	0.4619801	0.09356127	0.2101665	0.490291	0.509709
13096	-48.34464	-48.81366	0.4690245	0.09356127	0.2094907	0.775269	0.224731
13097	-46.7532	-48.44009	1.686885	0.0405555	0.1744176	0.244922	0.755078
13098	-46.63663	-48.04115	1.404522	0.05581323	0.1744176	0.533412	0.466588
13099	-46.91681	-48.06453	1.147717	0.07195421	0.1744176	0.958759	0.041241
13100	-45.71585	-47.76691	2.051062	0.05361996	0.1212896	0.73521	0.26479
13101	-46.44372	-48.2432	1.799486	0.07438303	0.1148515	0.915304	0.0846958
13102	-47.54186	-48.41685	0.8749975	0.08512919	0.1820422	0.562274	0.437726
13103	-46.44015	-48.1499	1.709749	0.07213493	0.1249348	0.144103	0.855897
13104	-46.4637	-48.06702	1.603315	0.07213493	0.1338738	0.220345	0.779655
13105	-46.81846	-48.0532	1.234738	0.06284754	0.1793742	0.220345	0.779655
13106	-45.89011	-47.83844	1.948336	0.06284754	0.117132	0.932163	0.0678369
13107	-45.53605	-47.83273	2.296679	0.05407219	0.1010949	0.932163	0.0678369
13108	-45.71993	-48.30376	2.583829	0.05407219	0.07996489	0.612818	0.387182
13109	-46.1429	-49.14872	3.005822	0.04442115	0.06360003	0.185679	0.814321
13110	-45.93805	-48.92965	2.991596	0.04940501	0.05872845	0.596825	0.403175
13111	-45.96268	-49.5849	3.622219	0.03531147	0.03967244	0.996585	0.00341484
13112	-49.39499	-53.32304	3.928044	0.03531147	0.02656902	0.0020432	0.997957
13113	-47.34749	-51.42483	4.077343	0.02899644	0.02656902	0.548647	0.451353
13114	-47.89872	-51.23094	3.332222	0.05829098	0.03301385	0.275201	0.724799
13115	-46.01539	-49.19177	3.17638	0.05010249	0.04744545	0.859428	0.140572
13116	-46.81853	-49.48176	2.663234	0.06507686	0.06269532	0.405128	0.594872
13117	-47.32011	-49.87102	2.550919	0.07240721	0.06269532	0.485272	0.514728
13118	-47.26224	-48.25185	0.9896083	0.06591162	0.1977649	0.485272	0.514728
13119	-45.8566	-48.0893	2.232696	0.04056831	0.126488	0.91331	0.0866904
13120	-46.04126	-48.12954	2.088273	0.06263912	0.1062233	0.0866904	0.91331
13121	-45.87738	-47.79541	1.918034	0.05718984	0.1272648	0.467098	0.532902
13122	-47.1395	-48.46278	1.323288	0.08472512	0.142306	0.483227	0.516773
13123	-46.40069	-47.989	1.588305	0.07094162	0.1366806	0.527482	0.472518
13124	-47.74258	-48.52712	0.7845393	0.06593253	0.2173535	0.111839	0.888161
13125	-48.54365	-49.1586	0.6149479	0.05833706	0.2459609	0.645668	0.354332
13126	-48.53976	-49.15471	0.6149479	0.05833706	0.2459609	0.223708	0.776292
13127	-46.95782	-48.16987	1.212056	0.05833706	0.1883124	0.523481	0.476519
13128	-48.00719	-48.70544	0.6982416	0.09314136	0.1883124	0.249206	0.750794
13129	-47.71184	-48.73389	1.022053	0.09314136	0.1586871	0.628544	0.371456
13130	-46.38694	-47.88661	1.499671	0.06053683	0.1586871	0.371456	0.628544
13131	-46.35536	-48.11734	1.761983	0.04557226	0.1586871	0.578141	0.421859
13132	-48.50717	-48.94831	0.4411431	0.07145116	0.2426858	0.741048	0.258952
13133	-48.52123	-49.39361	0.8723806	0.04566286	0.2426858	0.155068	0.844932
13134	-48.21402	-48.83782	0.6238018	0.06480322	0.2347566	0.899689	0.100311
13135	-45.85847	-47.88923	2.030765	0.05681616	0.1184765	0.100311	0.899689
13136	-46.5948	-48.06664	1.471833	0.07509139	0.1413789	0.899689	0.100311
13137	-47.18295	-48.31756	1.13461	0.08256165	0.1616257	0.103278	0.896722
13138	-49.82551	-49.6402	-0.1853092	0.1075185	0.2558327	0.70075	0.29925
13139	-48.82634	-49.29926	0.4729206	0.1075185	0.1918672	0.33499	0.66501
13140	-49.1415	-49.29709	0.1555947	0.07836845	0.2610073	0.533913	0.466087
13141	-47.82991	-48.49663	0.6667204	0.07836845	0.2107452	0.573367	0.426633
13142	-50.02637	-49.90964	-0.1167378	0.07836845	0.2886208	0.29145	0.70855
13143	-50.21307	-49.9086	-0.3044654	0.09184628	0.2886208	0.0916521	0.908348
13144	-48.40126	-48.82353	0.4222765	0.09184628	0.2162072	0.0916521	0.908348
13145	-48.25197	-48.72631	0.4743372	0.08801882	0.2162072	0.933219	0.0667807
13146	-51.13788	-50.43892	-0.6989651	0.1093225	0.3057814	0.0667807	0.933219
13147	-49.00521	-49.14034	0.1351367	0.09302579	0.2427438	0.225112	0.774888
13148	-48.87949	-49.63161	0.7521183	0.0466632	0.2527636	0.912075	0.0879251
13149	-49.21025	-50.35535	1.145101	0.02848438	0.2527636	0.353607	0.646393
13150	-49.22741	-50.37251	1.145101	0.02848438	0.2527636	0.569862	0.430138
13151	-48.99671	-49.89982	0.9031036	0.03901603	0.2527636	0.63137	0.36863
13152	-49.39769	-49.46681	0.06911727	0.07872583	0.2691995	0.933125	0.0668753
13153	-48.31319	-49.04998	0.736788	0.1014943	0.1745459	0.948746	0.051254
13154	-48.89204	-49.88961	0.9975635	0.1097341	0.141899	0.355914	0.644086
13155	-46.42128	-48.24984	1.828556	0.07229476	0.1150097	0.340231	0.659769
13156	-47.25622	-48.21991	0.9636808	0.07229476	0.191017	0.0481926	0.951807
13157	-47.98686	-48.93941	0.9525518	0.09714773	0.1601388	0.0481926	0.951807
13158	-46.54953	-47.94189	1.392362	0.06625308	0.1601388	0.0368541	0.963146
13159	-46.15239	-48.23906	2.086669	0.06877436	0.09891181	0.963146	0.0368541
13160	-46.3659	-47.91612	1.550218	0.06877436	0.1427932	0.609128	0.390872
13161	-46.3979	-47.94812	1.550218	0.06877436	0.1427932	0.195705	0.804295
13162	-48.23296	-49.11499	0.8820336	0.101072	0.1618578	0.379144	0.620856
13163	-48.64108	-50.17604	1.534961	0.101072	0.1066187	0.32391	0.67609
13164	-48.33562	-49.60516	1.269536	0.101072	0.1281762	0.126285	0.873715
13165	-47.58228	-48.3813	0.7990179	0.07256224	0.2062317	0.684598	0.315402
13166	-47.44976	-48.36326	0.9134931	0.06508675	0.2062317	0.88834	0.11166
13167	-47.46837	-48.44416	0.975789	0.05944445	0.2089508	0.63289	0.36711
13168	-48.34574	-48.81817	0.4724247	0.09372802	0.2089508	0.36711	0.63289
13169	-45.81343	-47.9102	2.096766	0.05749555	0.1122223	0.289671	0.710329
13170	-45.68955	-48.47967	2.790127	0.04070161	0.08301519	0.331176	0.668824
13171	-45.7192	-48.38653	2.667329	0.04701125	0.08301519	0.258143	0.741857
13172	-47.06205	-49.5577	2.495646	0.06849822	0.07004028	0.0916704	0.90833
13173	-46.06157	-48.04926	1.98769	0.06378875	0.1127457	0.12945	0.87055
13174	-47.10933	-48.80853	1.699199	0.08316893	0.1127457	0.348516	0.651484
13175	-47.04256	-48.47904	1.43648	0.08316893	0.1344634	0.28648	0.71352
13176	-47.41534	-49.10761	1.692265	0.08759447	0.1084019	0.728243	0.271757
13177	-47.47963	-49.2555	1.775871	0.08759447	0.1018694	0.838294	0.161706
13178	-47.35725	-48.5561	1.198853	0.08759447	0.1496933	0.173052	0.826948
13179	-46.85203	-48.04556	1.193529	0.06924942	0.1739682	0.196974	0.803026
13180	-45.65467	-47.77008	2.115416	0.05478341	0.114416	0.828002	0.171998
13181	-47.42001	-48.51834	1.098327	0.08788734	0.1582412	0.292939	0.707061
13182	-47.21032	-48.52956	1.319237	0.08575231	0.1414211	0.292939	0.707061
13183	-46.07171	-47.8067	1.73499	0.05817557	0.1414211	0.435553	0.564447
13184	-46.97431	-48.31454	1.340239	0.05031834	0.1892696	0.581969	0.418031
13185	-46.96506	-48.2514	1.286342	0.0533653	0.1892696	0.437759	0.562241
13186	-46.93942	-48.07868	1.139264	0.06784452	0.1809493	0.562241	0.437759
13187	-46.9428	-48.08206	1.139264	0.06784452	0.1809493	0.390851	0.609149
13188	-47.09094	-48.14908	1.058141	0.07296824	0.1812751	0.0293361	0.970664
13189	-46.43645	-48.04573	1.609283	0.04996686	0.1650958	0.841641	0.158359
13190	-46.44742	-47.95902	1.511604	0.07079295	0.1434796	0.646644	0.353356
13191	-45.74235	-47.78764	2.04528	0.05844763	0.1150853	0.866067	0.133933
13192	-45.74235	-47.78764	2.04528	0.05844763	0.1150853	0.866067	0.133933
13193	-45.91577	-48.54026	2.624494	0.05844763	0.07211713	0.801559	0.198441
13194	-46.37967	-47.86437	1.484704	0.0637135	0.1554665	0.735562	0.264438
13195	-47.72791	-48.45699	0.7290772	0.07341692	0.2117149	0.735562	0.264438
13196	-47.86397	-48.8721	1.008132	0.09591576	0.1566301	0.842277	0.157723
13197	-46.77486	-48.08013	1.305272	0.07580639	0.1550488	0.770369	0.229631
13198	-46.99763	-49.02439	2.026757	0.07942386	0.091562	0.795681	0.204319
13199	-46.21221	-47.92171	1.709501	0.06857551	0.1294595	0.852195	0.147805
13200	-46.23218	-47.99963	1.767449	0.06990242	0.122945	0.852195	0.147805
13201	-47.14381	-48.39829	1.254486	0.08406845	0.1491018	0.377251	0.622749
13202	-47.0834	-48.55393	1.470528	0.08406845	0.1305143	0.41933	0.58067
13203	-45.97069	-47.85278	1.882088	0.0603107	0.125954	0.24448	0.75552
13204	-45.87992	-47.81832	1.938395	0.0603107	0.1212953	0.63121	0.36879
13205	-46.05724	-47.78539	1.728154	0.0603107	0.1389783	0.715505	0.284495
13206	-47.5159	-48.5134	0.997497	0.05681132	0.2110732	0.715505	0.284495
13207	-50.2138	-50.64106	0.4272652	0.04601226	0.2868253	0.0928528	0.907147
13208	-45.71353	-48.02795	2.314414	0.04601226	0.1111114	0.0928528	0.907147
13209	-46.85856	-48.40794	1.549384	0.04345445	0.1817607	0.0928528	0.907147
13210	-45.89483	-47.99315	2.098327	0.04345445	0.1329433	0.912179	0.0878212
13211	-45.66934	-48.54787	2.878527	0.04345445	0.07310468	0.486179	0.513821
13212	-45.6253	-48.40254	2.777242	0.04318225	0.0804274	0.43737	0.56263
13213	-45.64805	-47.97813	2.330075	0.04847408	0.1062456	0.267751	0.732249
13214	-45.82395	-47.84604	2.022094	0.04848608	0.1313358	0.732249	0.267751
13215	-46.02119	-47.89889	1.877698	0.04848608	0.1436987	0.898775	0.101225
13216	-45.45578	-47.89107	2.435285	0.04848608	0.09809654	0.83454	0.16546
13217	-45.8212	-48.60759	2.786397	0.04848608	0.07289565	0.357263	0.642737
13218	-45.55305	-48.22979	2.676731	0.04848608	0.08042298	0.642737	0.357263
13219	-46.03814	-48.76784	2.7297	0.03107455	0.1033277	0.712743	0.287257
13220	-45.93946	-48.65291	2.713442	0.03175315	0.1033277	0.931153	0.0688471
13221	-46.04862	-48.9759	2.927282	0.03118048	0.08824819	0.363665	0.636335
13222	-46.34196	-48.8642	2.522248	0.03049622	0.1210364	0.284891	0.715109
13223	-46.38198	-49.30496	2.922984	0.02670663	0.09700447	0.702785	0.297215
13224	-46.55379	-49.75868	3.204896	0.03055235	0.07001195	0.024186	0.975814
13225	-46.95088	-50.15564	3.204752	0.04548831	0.05057139	0.0437216	0.956278
13226	-46.38655	-49.5286	3.142052	0.04115806	0.05916276	0.114891	0.885109
13227	-46.08351	-47.85064	1.767132	0.05398994	0.1447891	0.264487	0.735513
13228	-46.60122	-48.23532	1.634107	0.07570352	0.1268329	0.346038	0.653962
13229	-46.58415	-48.21826	1.634107	0.07570352	0.1268329	0.490056	0.509944
13230	-46.01843	-48.22996	2.211526	0.06276752	0.09656651	0.378461	0.621539
13231	-45.95487	-48.15112	2.196257	0.06276752	0.09772432	0.558216	0.441784
13232	-46.04469	-47.8316	1.786912	0.06276752	0.1305987	0.539096	0.460904
13233	-46.83346	-48.0297	1.196237	0.07052624	0.1719457	0.865157	0.134843
13234	-46.79365	-48.10128	1.30763	0.05695699	0.1815647	0.865157	0.134843
13235	-47.61499	-48.82441	1.209419	0.09237817	0.1430932	0.503315	0.496685
13236	-46.50718	-47.96736	1.460187	0.0573472	0.1669837	0.0862222	0.913778
13237	-46.57004	-47.93937	1.369328	0.06289972	0.1669837	0.561052	0.438948
13238	-46.57766	-47.93835	1.360689	0.0636597	0.1666687	0.599551	0.400449
13239	-47.28985	-48.32617	1.036317	0.08284687	0.1701527	0.170518	0.829482
13240	-45.69941	-47.76333	2.063916	0.05185306	0.1227813	0.829482	0.170518
13241	-45.71403	-48.20469	2.490664	0.047731	0.09496084	0.0832088	0.916791
13242	-46.22701	-49.3684	3.141387	0.047731	0.05176531	0.453272	0.546728
13243	-47.72309	-50.64366	2.920572	0.06676788	0.04628141	0.339121	0.660879
13244	-45.44636	-48.33364	2.887282	0.0439582	0.07186176	0.863811	0.136189
13245	-45.78566	-48.19421	2.408556	0.04002698	0.1130041	0.263854	0.736146
13246	-47.3871	-48.52702	1.139917	0.08793158	0.1544866	0.498905	0.501095
13247	-46.23392	-47.87271	1.638788	0.0550325	0.1544866	0.650151	0.349849
13248	-45.67302	-48.94574	3.272719	0.04037272	0.05242024	0.898851	0.101149
13249	-45.58889	-48.27929	2.690405	0.0511991	0.07607782	0.76782	0.23218
13250	-45.7379	-47.94116	2.203265	0.04525793	0.121274	0.484609	0.515391
13251	-45.52869	-47.85848	2.329793	0.04525793	0.1110279	0.968603	0.0313974
13252	-46.66062	-48.26785	1.607228	0.04525793	0.173226	0.968603	0.0313974
13253	-49.12844	-49.32797	0.1995278	0.07453703	0.2622069	0.0372709	0.962729
13254	-47.8049	-48.93475	1.129842	0.04450366	0.2196328	0.173849	0.826151
13255	-45.4584	-47.89547	2.437075	0.04716268	0.09982938	0.826151	0.173849
13256	-47.53502	-48.73037	1.195353	0.09069861	0.1462893	0.130171	0.869829
13257	-47.49337	-48.68872	1.195353	0.09069861	0.1462893	0.853768	0.146232
13258	-46.71238	-48.12052	1.408136	0.07557774	0.1462893	0.146232	0.853768
13259	-46.07378	-47.83196	1.758177	0.05552393	0.1432787	0.272762	0.727238
13260	-47.6397	-48.77044	1.130735	0.04736596	0.2143094	0.624134	0.375866
13261	-47.59441	-48.82127	1.226862	0.04394901	0.2113055	0.759418	0.240582
13262	-46.31963	-47.96303	1.643405	0.05134333	0.1598098	0.906572	0.0934276
13263	-47.80788	-48.79983	0.9919427	0.09445432	0.1598098	0.354329	0.645671
13264	-50.19635	-49.94004	-0.2563088	0.08667328	0.2909169	0.800313	0.199687
13265	-50.08159	-50.02502	-0.05657017	0.07273538	0.2909169	0.823258	0.176742
13266	-53.3758	-52.79405	-0.5817519	0.06081519	0.3651458	0.89206	0.10794
13267	-51.88156	-52.15423	0.272667	0.03868438	0.3177903	0.10794	0.89206
13268	-47.5255	-48.86036	1.334862	0.04080384	0.2069363	0.97111	0.0288902
13269	-45.97365	-47.76317	1.789514	0.05591402	0.139997	0.962493	0.0375072
13270	-46.59931	-48.02671	1.427408	0.05591402	0.1721664	0.0549597	0.94504
13271	-46.61655	-48.20548	1.588927	0.04683932	0.1721664	0.375284	0.624716
13272	-45.50237	-48.14286	2.640482	0.04683932	0.08516433	0.647815	0.352185
13273	-46.17453	-49.19623	3.021704	0.05022704	0.05604463	0.455531	0.544469
13274	-45.5365	-48.34102	2.80452	0.05022704	0.06959164	0.940112	0.0598883
13275	-46.18685	-49.64937	3.462526	0.02972506	0.05524141	0.69992	0.30008
13276	-46.42249	-50.16965	3.747164	0.02972506	0.03996792	0.813876	0.186124
13277	-46.59071	-49.82632	3.235614	0.02972506	0.06933252	0.0596016	0.940398
13278	-45.86211	-47.99642	2.134311	0.06341135	0.1016813	0.974804	0.0251958
13279	-45.93391	-48.32845	2.394539	0.05660008	0.09046456	0.103822	0.896178
13280	-46.27653	-48.49355	2.217021	0.06761717	0.09046456	0.55234	0.44766
13281	-45.52717	-48.15702	2.629847	0.04358499	0.09046456	0.552073	0.447927
13282	-46.07111	-48.26273	2.191623	0.03864175	0.1332904	0.482238	0.517762
13283	-46.57269	-47.96245	1.389765	0.07100606	0.1538799	0.755187	0.244813
13284	-46.03473	-47.80863	1.773906	0.05780262	0.1386051	0.345294	0.654706
13285	-46.92513	-48.2266	1.301472	0.05354016	0.1875705	0.561255	0.438745
13286	-47.52223	-48.40786	0.8856221	0.06486683	0.2092304	0.574465	0.425535
13287	-47.30865	-48.41088	1.102236	0.05540407	0.2033367	0.0870192	0.912981
13288	-47.5685	-48.36603	0.7975289	0.07470871	0.2033367	0.757069	0.242931
13289	-47.30953	-48.44852	1.138989	0.05327274	0.2033367	0.245482	0.754518
13290	-46.33371	-48.56508	2.231371	0.03430914	0.1379416	0.0987256	0.901274
13291	-46.3273	-48.55867	2.231371	0.03430914	0.1379416	0.432716	0.567284
13292	-46.76281	-48.67616	1.913352	0.03430914	0.1659831	0.675471	0.324529
13293	-45.99089	-49.20841	3.217523	0.03474329	0.06290933	0.46661	0.53339
13294	-47.06987	-50.14475	3.074876	0.05493136	0.04834727	0.181923	0.818077
13295	-45.68574	-48.3009	2.615166	0.03937042	0.09791038	0.341985	0.658015
13296	-45.8192	-48.38834	2.56914	0.0534005	0.0818169	0.341985	0.658015
13297	-45.78002	-48.33313	2.553106	0.03565001	0.1089039	0.909935	0.0900649
13298	-46.77451	-48.63371	1.859206	0.03565001	0.1681758	0.911471	0.0885285
13299	-46.87643	-48.81071	1.934284	0.03235116	0.1681758	0.943165	0.0568349
13300	-45.74617	-48.06901	2.322839	0.0443398	0.1129939	0.0568349	0.943165
13301	-45.68914	-47.99598	2.306845	0.04517222	0.1129939	0.282797	0.717203
13302	-45.47494	-47.98816	2.513222	0.04517222	0.09688988	0.717203	0.282797
13303	-45.54075	-48.28333	2.742582	0.04517222	0.08015624	0.596885	0.403115
13304	-45.52036	-48.166	2.645636	0.04517222	0.08706873	0.572902	0.427098
13305	-46.66031	-49.66168	3.001372	0.05905311	0.04857511	0.654711	0.345289
13306	-46.0492	-49.10099	3.051791	0.04832679	0.0563089	0.510122	0.489878
