Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	simmap
0	{0,8.86475}	{0,2.20948}	{0,2.20948}	{0,2.15107}	{0,2.15107}	{0,0.613595}	{0,0.613595}	{0,1.10506}	{0,1.10506}	{0,1.61931}	{0,3.94204}	{0,3.94204}	{1,10.7112:0,0.87812}	{0,9.63769}	{0,8.68636}	{1,3.29812}	{1,2.10757}	{1,0.710027}	{1,0.710027}	{1,1.36544}	{1,0.876979}	{1,0.876979}	{1,1.97063}	{1,0.454386}	{1,0.454386}	{1,1.7541}	{1,1.5431}	{1,1.344}	{1,1.02487}	{1,0.140681}	{1,0.140681}	{1,6.08044}	{0,2.16361:1,2.78532}	{1,4.94893}	{0,1.48534:1,1.3463}	{1,2.83164}	{0,5.91877}	{0,5.6386}	{0,3.28391}	{0,1.76267}	{0,0.8542}	{0,0.8542}	{0,1.46279}	{1,1.43664:0,1.46346}	{0,1.6325}	{0,0.865046}	{0,0.865046}	{0,1.39186}	{0,2.53634}	{1,0.768452}	{1,0.768452}	{0,2.15495}	{0,1.27122}	{0,1.27122}	{1,1.66392:0,0.277575}	{0,1.70574}	{0,1.70574}	{0,3.91945}	{1,2.05465}	{1,1.97143}	{1,0.129258}	{1,0.129258}	{1,0.679207}	{1,0.202488}	{1,0.202488}	{1,0.364835}	{1,0.256598}	{1,0.256598}	{0,1.72434}	{0,0.615049}	{0,0.615049}	{0,1.80336}	{0,0.898695}	{0,0.898695}	{0,2.79935}	{0,3.96248}	{0,3.43692}	{0,2.71921}	{0,0.681447}	{0,0.681447}	{1,0.869737}	{1,0.426789}	{1,0.16677}	{0,0.150824:1,0.0159457}	{1,1.21304}	{0,0.767456:1,0.445582}	{1,0.384135}	{1,0.384135}	{1,0.630205}	{1,0.630205}	{0,4.08792}	{0,2.72896}	{1,1.30839:0,1.42058}	{0,3.50453}	{1,0.839268:0,2.95234}	{0,3.79161}	{0,11.2514}	{0,11.2514}	{0,9.53126}	{0,9.53126}	{0,7.28189}	{0,2.60897}	{0,2.60897}	{0,4.67291}	{0,17.3339}	{0,13.8846}	{0,8.17512}	{0,0.228747}	{0,0.775568}	{0,0.515824}	{0,0.0675634}	{0,0.232317}	{1,0.217701}	{1,0.463772}	{1,0.931188}	{1,0.566056}	{1,0.396914}	{1,0.260019}	{1,0.442948}	{1,0.558768}	{0,0.332825:1,0.414232}	{1,0.747504}	{1,0.130356:0,0.412843}	{0,0.71771}	{0,0.525567}	{0,0.357752}	{0,0.568301}	{0,0.904664}	{0,0.995994}	{0,2.08918}	{0,0.407481}	{0,1.10929}	{0,3.57168}	{0,0.48448}	{1,0.863195}	{1,0.162347}	{1,0.544635}	{1,0.549949}	{1,0.230264}	{1,0.210322}	{1,0.851639}	{1,0.0832154}	{1,0.616612:0,1.54037}	{0,0.235757}	{0,1.97795}	{0,0.29218}	{0,0.111161}	{0,0.883738}	{0,0.0547766}	{1,1.22123:0,0.220049}	{0,0.326612}	{0,1.78644}	{0,1.45771}	{0,1.13194}	{0,0.526816}	{0,0.24064}	{0,1.26761}	{0,0.528778}	{0,0.60859}	{0,0.299878}	{0,1.52124}	{0,0.144977}	{0,2.20971}	{0,0.280173}	{0,0.993666}	{0,1.02584}	{1,3.44771}	{1,1.1315}	{1,0.198911}	{1,1.03951}	{1,0.884189}	{1,0.319126}	{1,0.199101}	{1,0.211005}	{1,0.112755}	{1,1.41247}	{1,0.103775}	{1,0.0834972}	{1,0.488464}	{1,0.06164}	{1,0.717056}	{1,0.627047}	{1,0.053437}	{1,1.19056}	{1,4.02073}	{1,0.520122:0,0.0993001}	{0,0.748084}	{0,0.951333}	{0,1.95161}	{0,3.66105}	{0,3.79698}	{0,0.514249}	{0,0.650496}	{0,1.65621}	{0,2.00653}	{0,2.12527}	{0,1.99171}	{0,4.05857}	{0,1.47097}	{0,1.12572}	{0,6.38561}	{0,4.17619}	{0,3.98935}	{0,1.19992}	{0,0}	(((species_1:{0,2.60897},species_2:{0,2.60897}):{0,4.67291},species_3:{0,7.28189}):{0,17.3339},((species_4:{0,9.53126},species_5:{0,9.53126}):{0,13.8846},((species_6:{0,11.2514},species_7:{0,11.2514}):{0,8.17512},(((((((((((((species_8:{0,3.79161},species_9:{1,0.839268:0,2.95234}):{0,0.228747},(species_10:{0,3.50453},(species_11:{1,1.30839:0,1.42058},species_12:{0,2.72896}):{0,0.775568}):{0,0.515824}):{0,0.0675634},species_13:{0,4.08792}):{0,0.232317},(((((((species_14:{1,0.630205},species_15:{1,0.630205}):{1,0.217701},(species_16:{1,0.384135},species_17:{1,0.384135}):{1,0.463772}):{1,0.931188},(species_18:{0,0.767456:1,0.445582},species_19:{1,1.21304}):{1,0.566056}):{1,0.396914},((((species_20:{0,0.150824:1,0.0159457},species_21:{1,0.16677}):{1,0.260019},species_22:{1,0.426789}):{1,0.442948},species_23:{1,0.869737}):{1,0.558768},(species_24:{0,0.681447},species_25:{0,0.681447}):{0,0.332825:1,0.414232}):{1,0.747504}):{1,0.130356:0,0.412843},species_26:{0,2.71921}):{0,0.71771},species_27:{0,3.43692}):{0,0.525567},species_28:{0,3.96248}):{0,0.357752}):{0,0.568301},(species_29:{0,2.79935},((species_30:{0,0.898695},species_31:{0,0.898695}):{0,0.904664},species_32:{0,1.80336}):{0,0.995994}):{0,2.08918}):{0,0.407481},((species_33:{0,0.615049},species_34:{0,0.615049}):{0,1.10929},species_35:{0,1.72434}):{0,3.57168}):{0,0.48448},((((((species_36:{1,0.256598},species_37:{1,0.256598}):{1,0.863195},((species_38:{1,0.364835},(species_39:{1,0.202488},species_40:{1,0.202488}):{1,0.162347}):{1,0.544635},(species_41:{1,0.679207},(species_42:{1,0.129258},species_43:{1,0.129258}):{1,0.549949}):{1,0.230264}):{1,0.210322}):{1,0.851639},species_44:{1,1.97143}):{1,0.0832154},species_45:{1,2.05465}):{1,0.616612:0,1.54037},(species_46:{0,3.91945},((species_47:{0,1.70574},species_48:{0,1.70574}):{0,0.235757},species_49:{1,1.66392:0,0.277575}):{0,1.97795}):{0,0.29218}):{0,0.111161},((((species_50:{0,1.27122},species_51:{0,1.27122}):{0,0.883738},species_52:{0,2.15495}):{0,0.0547766},(species_53:{1,0.768452},species_54:{1,0.768452}):{1,1.22123:0,0.220049}):{0,0.326612},species_55:{0,2.53634}):{0,1.78644}):{0,1.45771}):{0,1.13194},((((((species_56:{0,1.39186},(species_57:{0,0.865046},species_58:{0,0.865046}):{0,0.526816}):{0,0.24064},species_59:{0,1.6325}):{0,1.26761},species_60:{1,1.43664:0,1.46346}):{0,0.528778},(((species_61:{0,1.46279},(species_62:{0,0.8542},species_63:{0,0.8542}):{0,0.60859}):{0,0.299878},species_64:{0,1.76267}):{0,1.52124},species_65:{0,3.28391}):{0,0.144977}):{0,2.20971},species_66:{0,5.6386}):{0,0.280173},species_67:{0,5.91877}):{0,0.993666}):{0,1.02584},(((species_68:{1,2.83164},species_69:{0,1.48534:1,1.3463}):{1,3.44771},((species_70:{1,4.94893},species_71:{0,2.16361:1,2.78532}):{1,1.1315},species_72:{1,6.08044}):{1,0.198911}):{1,1.03951},((((((((((species_73:{1,0.140681},species_74:{1,0.140681}):{1,0.884189},species_75:{1,1.02487}):{1,0.319126},species_76:{1,1.344}):{1,0.199101},species_77:{1,1.5431}):{1,0.211005},species_78:{1,1.7541}):{1,0.112755},(species_79:{1,0.454386},species_80:{1,0.454386}):{1,1.41247}):{1,0.103775},species_81:{1,1.97063}):{1,0.0834972},(((species_82:{1,0.876979},species_83:{1,0.876979}):{1,0.488464},species_84:{1,1.36544}):{1,0.06164},(species_85:{1,0.710027},species_86:{1,0.710027}):{1,0.717056}):{1,0.627047}):{1,0.053437},species_87:{1,2.10757}):{1,1.19056},species_88:{1,3.29812}):{1,4.02073}):{1,0.520122:0,0.0993001}):{0,0.748084},species_89:{0,8.68636}):{0,0.951333},species_90:{0,9.63769}):{0,1.95161},species_91:{1,10.7112:0,0.87812}):{0,3.66105},(((species_92:{0,3.94204},species_93:{0,3.94204}):{0,3.79698},((((species_94:{0,1.61931},(species_95:{0,1.10506},species_96:{0,1.10506}):{0,0.514249}):{0,0.650496},(species_97:{0,0.613595},species_98:{0,0.613595}):{0,1.65621}):{0,2.00653},(species_99:{0,2.15107},species_100:{0,2.15107}):{0,2.12527}):{0,1.99171},(species_101:{0,2.20948},species_102:{0,2.20948}):{0,4.05857}):{0,1.47097}):{0,1.12572},species_103:{0,8.86475}):{0,6.38561}):{0,4.17619}):{0,3.98935}):{0,1.19992});
100	{0,8.86475}	{0,2.20948}	{0,2.20948}	{0,2.15107}	{0,2.15107}	{0,0.613595}	{0,0.613595}	{0,1.10506}	{0,1.10506}	{0,1.61931}	{0,3.94204}	{0,3.94204}	{1,1.48196:0,10.1073}	{0,9.63769}	{0,8.68636}	{1,3.29812}	{1,2.10757}	{1,0.710027}	{1,0.710027}	{1,1.36544}	{1,0.876979}	{1,0.876979}	{1,1.97063}	{1,0.454386}	{1,0.454386}	{1,1.7541}	{1,1.5431}	{1,1.344}	{1,1.02487}	{1,0.140681}	{1,0.140681}	{1,5.47352:0,0.606919}	{0,4.94893}	{1,3.26186:0,1.68707}	{0,0.123124:1,2.70851}	{1,2.83164}	{0,5.91877}	{0,5.6386}	{0,3.28391}	{0,1.76267}	{0,0.8542}	{0,0.8542}	{0,1.46279}	{1,0.569981:0,2.33013}	{0,1.6325}	{0,0.865046}	{0,0.865046}	{0,1.39186}	{0,2.53634}	{1,0.768452}	{1,0.768452}	{0,2.15495}	{0,1.27122}	{0,1.27122}	{1,0.20976:0,1.73174}	{0,1.70574}	{0,1.70574}	{0,3.91945}	{1,2.05465}	{1,1.97143}	{1,0.129258}	{1,0.129258}	{1,0.679207}	{1,0.202488}	{1,0.202488}	{1,0.364835}	{1,0.256598}	{1,0.256598}	{0,1.72434}	{0,0.615049}	{0,0.615049}	{0,1.80336}	{0,0.898695}	{0,0.898695}	{0,2.79935}	{0,3.96248}	{0,3.43692}	{0,0.710902:1,2.0083}	{0,0.681447}	{0,0.681447}	{1,0.869737}	{1,0.426789}	{1,0.16677}	{0,0.102569:1,0.0642008}	{1,1.21304}	{0,0.44361:1,0.769428}	{1,0.384135}	{1,0.384135}	{1,0.630205}	{1,0.630205}	{0,4.08792}	{0,2.72896}	{1,0.485001:0,2.24396}	{0,3.50453}	{1,2.55235:0,1.23926}	{0,3.79161}	{0,11.2514}	{0,11.2514}	{0,9.53126}	{0,9.53126}	{0,2.22252:1,0.6089:0,4.45046}	{0,2.60897}	{0,2.60897}	{0,4.67291}	{0,9.41249:1,6.56277:0,1.35867}	{0,13.8846}	{0,8.17512}	{0,0.228747}	{0,0.775568}	{0,0.515824}	{0,0.0675634}	{0,0.232317}	{1,0.217701}	{1,0.463772}	{1,0.931188}	{1,0.566056}	{1,0.396914}	{1,0.260019}	{1,0.442948}	{1,0.558768}	{0,0.409672:1,0.337386}	{1,0.747504}	{1,0.543198}	{1,0.71337:0,0.00434006}	{0,0.525567}	{0,0.357752}	{0,0.568301}	{0,0.904664}	{0,0.995994}	{0,2.08918}	{0,0.407481}	{0,1.10929}	{0,3.57168}	{0,0.48448}	{1,0.863195}	{1,0.162347}	{1,0.544635}	{1,0.549949}	{1,0.230264}	{1,0.210322}	{1,0.851639}	{1,0.0832154}	{1,0.0109321:0,2.14605}	{0,0.235757}	{0,1.97795}	{0,0.29218}	{0,0.111161}	{0,0.883738}	{0,0.0547766}	{1,0.521049:0,0.920229}	{0,0.326612}	{0,1.78644}	{0,1.45771}	{0,1.13194}	{0,0.526816}	{0,0.24064}	{0,1.26761}	{0,0.528778}	{0,0.60859}	{0,0.299878}	{0,1.52124}	{0,0.144977}	{0,2.20971}	{0,0.280173}	{0,0.993666}	{0,1.02584}	{1,2.17962:0,1.26809}	{0,1.1315}	{0,0.198911}	{0,1.03951}	{1,0.884189}	{1,0.319126}	{1,0.199101}	{1,0.211005}	{1,0.112755}	{1,1.41247}	{1,0.103775}	{1,0.0834972}	{1,0.488464}	{1,0.06164}	{1,0.717056}	{1,0.627047}	{1,0.053437}	{1,1.19056}	{1,0.448649:0,3.57208}	{0,0.619423}	{0,0.748084}	{0,0.951333}	{0,1.95161}	{0,3.66105}	{0,3.79698}	{0,0.514249}	{0,0.650496}	{0,1.65621}	{0,2.00653}	{0,2.12527}	{0,1.99171}	{0,4.05857}	{0,1.47097}	{0,1.12572}	{0,6.38561}	{0,4.17619}	{0,3.98935}	{0,1.19992}	{0,0}	(((species_1:{0,2.60897},species_2:{0,2.60897}):{0,4.67291},species_3:{0,2.22252:1,0.6089:0,4.45046}):{0,9.41249:1,6.56277:0,1.35867},((species_4:{0,9.53126},species_5:{0,9.53126}):{0,13.8846},((species_6:{0,11.2514},species_7:{0,11.2514}):{0,8.17512},(((((((((((((species_8:{0,3.79161},species_9:{1,2.55235:0,1.23926}):{0,0.228747},(species_10:{0,3.50453},(species_11:{1,0.485001:0,2.24396},species_12:{0,2.72896}):{0,0.775568}):{0,0.515824}):{0,0.0675634},species_13:{0,4.08792}):{0,0.232317},(((((((species_14:{1,0.630205},species_15:{1,0.630205}):{1,0.217701},(species_16:{1,0.384135},species_17:{1,0.384135}):{1,0.463772}):{1,0.931188},(species_18:{0,0.44361:1,0.769428},species_19:{1,1.21304}):{1,0.566056}):{1,0.396914},((((species_20:{0,0.102569:1,0.0642008},species_21:{1,0.16677}):{1,0.260019},species_22:{1,0.426789}):{1,0.442948},species_23:{1,0.869737}):{1,0.558768},(species_24:{0,0.681447},species_25:{0,0.681447}):{0,0.409672:1,0.337386}):{1,0.747504}):{1,0.543198},species_26:{0,0.710902:1,2.0083}):{1,0.71337:0,0.00434006},species_27:{0,3.43692}):{0,0.525567},species_28:{0,3.96248}):{0,0.357752}):{0,0.568301},(species_29:{0,2.79935},((species_30:{0,0.898695},species_31:{0,0.898695}):{0,0.904664},species_32:{0,1.80336}):{0,0.995994}):{0,2.08918}):{0,0.407481},((species_33:{0,0.615049},species_34:{0,0.615049}):{0,1.10929},species_35:{0,1.72434}):{0,3.57168}):{0,0.48448},((((((species_36:{1,0.256598},species_37:{1,0.256598}):{1,0.863195},((species_38:{1,0.364835},(species_39:{1,0.202488},species_40:{1,0.202488}):{1,0.162347}):{1,0.544635},(species_41:{1,0.679207},(species_42:{1,0.129258},species_43:{1,0.129258}):{1,0.549949}):{1,0.230264}):{1,0.210322}):{1,0.851639},species_44:{1,1.97143}):{1,0.0832154},species_45:{1,2.05465}):{1,0.0109321:0,2.14605},(species_46:{0,3.91945},((species_47:{0,1.70574},species_48:{0,1.70574}):{0,0.235757},species_49:{1,0.20976:0,1.73174}):{0,1.97795}):{0,0.29218}):{0,0.111161},((((species_50:{0,1.27122},species_51:{0,1.27122}):{0,0.883738},species_52:{0,2.15495}):{0,0.0547766},(species_53:{1,0.768452},species_54:{1,0.768452}):{1,0.521049:0,0.920229}):{0,0.326612},species_55:{0,2.53634}):{0,1.78644}):{0,1.45771}):{0,1.13194},((((((species_56:{0,1.39186},(species_57:{0,0.865046},species_58:{0,0.865046}):{0,0.526816}):{0,0.24064},species_59:{0,1.6325}):{0,1.26761},species_60:{1,0.569981:0,2.33013}):{0,0.528778},(((species_61:{0,1.46279},(species_62:{0,0.8542},species_63:{0,0.8542}):{0,0.60859}):{0,0.299878},species_64:{0,1.76267}):{0,1.52124},species_65:{0,3.28391}):{0,0.144977}):{0,2.20971},species_66:{0,5.6386}):{0,0.280173},species_67:{0,5.91877}):{0,0.993666}):{0,1.02584},(((species_68:{1,2.83164},species_69:{0,0.123124:1,2.70851}):{1,2.17962:0,1.26809},((species_70:{1,3.26186:0,1.68707},species_71:{0,4.94893}):{0,1.1315},species_72:{1,5.47352:0,0.606919}):{0,0.198911}):{0,1.03951},((((((((((species_73:{1,0.140681},species_74:{1,0.140681}):{1,0.884189},species_75:{1,1.02487}):{1,0.319126},species_76:{1,1.344}):{1,0.199101},species_77:{1,1.5431}):{1,0.211005},species_78:{1,1.7541}):{1,0.112755},(species_79:{1,0.454386},species_80:{1,0.454386}):{1,1.41247}):{1,0.103775},species_81:{1,1.97063}):{1,0.0834972},(((species_82:{1,0.876979},species_83:{1,0.876979}):{1,0.488464},species_84:{1,1.36544}):{1,0.06164},(species_85:{1,0.710027},species_86:{1,0.710027}):{1,0.717056}):{1,0.627047}):{1,0.053437},species_87:{1,2.10757}):{1,1.19056},species_88:{1,3.29812}):{1,0.448649:0,3.57208}):{0,0.619423}):{0,0.748084},species_89:{0,8.68636}):{0,0.951333},species_90:{0,9.63769}):{0,1.95161},species_91:{1,1.48196:0,10.1073}):{0,3.66105},(((species_92:{0,3.94204},species_93:{0,3.94204}):{0,3.79698},((((species_94:{0,1.61931},(species_95:{0,1.10506},species_96:{0,1.10506}):{0,0.514249}):{0,0.650496},(species_97:{0,0.613595},species_98:{0,0.613595}):{0,1.65621}):{0,2.00653},(species_99:{0,2.15107},species_100:{0,2.15107}):{0,2.12527}):{0,1.99171},(species_101:{0,2.20948},species_102:{0,2.20948}):{0,4.05857}):{0,1.47097}):{0,1.12572},species_103:{0,8.86475}):{0,6.38561}):{0,4.17619}):{0,3.98935}):{0,1.19992});
200	{0,8.86475}	{0,2.20948}	{0,2.20948}	{0,2.15107}	{0,2.15107}	{0,0.613595}	{0,0.613595}	{0,1.10506}	{0,1.10506}	{0,1.61931}	{0,3.94204}	{0,3.94204}	{1,7.93982:0,3.64948}	{0,9.63769}	{0,8.68636}	{1,3.29812}	{1,2.10757}	{1,0.710027}	{1,0.710027}	{1,1.36544}	{1,0.876979}	{1,0.876979}	{1,1.97063}	{1,0.454386}	{1,0.454386}	{1,1.7541}	{1,1.5431}	{1,1.344}	{1,1.02487}	{1,0.140681}	{1,0.140681}	{1,2.92269:0,3.15774}	{0,0.820894:1,1.49025:0,2.63779}	{1,3.27151:0,1.67742}	{0,1.67573:1,1.15591}	{1,2.83164}	{0,5.91877}	{0,5.6386}	{0,3.28391}	{0,1.76267}	{0,0.8542}	{0,0.8542}	{0,1.46279}	{1,0.958107:0,1.942}	{0,1.6325}	{0,0.865046}	{0,0.865046}	{0,1.39186}	{0,2.53634}	{1,0.768452}	{1,0.768452}	{0,2.15495}	{0,1.27122}	{0,1.27122}	{1,1.36814:0,0.573356}	{0,1.70574}	{0,1.70574}	{0,3.91945}	{1,2.05465}	{1,1.97143}	{1,0.129258}	{1,0.129258}	{1,0.679207}	{1,0.202488}	{1,0.202488}	{1,0.364835}	{1,0.256598}	{1,0.256598}	{0,1.72434}	{0,0.615049}	{0,0.615049}	{0,1.80336}	{0,0.898695}	{0,0.898695}	{0,2.79935}	{0,3.96248}	{0,3.43692}	{0,2.71921}	{0,0.681447}	{0,0.681447}	{1,0.869737}	{1,0.426789}	{1,0.16677}	{0,0.140091:1,0.0266788}	{1,1.21304}	{0,0.225034:1,0.988004}	{1,0.384135}	{1,0.384135}	{1,0.630205}	{1,0.630205}	{0,4.08792}	{0,2.72896}	{1,1.1058:0,1.62316}	{0,3.50453}	{1,0.572308:0,3.2193}	{0,3.79161}	{0,11.2514}	{0,11.2514}	{0,9.53126}	{0,9.53126}	{0,7.28189}	{0,2.60897}	{0,2.60897}	{0,4.67291}	{0,13.2278:1,4.10611}	{0,4.78143:1,9.10321}	{0,0.0450822:1,8.13003}	{0,0.228747}	{0,0.775568}	{0,0.515824}	{0,0.0675634}	{0,0.232317}	{1,0.217701}	{1,0.463772}	{1,0.931188}	{1,0.566056}	{1,0.396914}	{1,0.260019}	{1,0.442948}	{1,0.558768}	{0,0.141249:1,0.605809}	{1,0.747504}	{1,0.338037:0,0.205161}	{0,0.71771}	{0,0.525567}	{0,0.357752}	{0,0.568301}	{0,0.904664}	{0,0.995994}	{0,2.08918}	{0,0.407481}	{0,1.10929}	{0,3.57168}	{0,0.48448}	{1,0.863195}	{1,0.162347}	{1,0.544635}	{1,0.549949}	{1,0.230264}	{1,0.210322}	{1,0.851639}	{1,0.0832154}	{1,2.03741:0,0.119566}	{0,0.235757}	{0,1.97795}	{0,0.29218}	{0,0.111161}	{0,0.883738}	{0,0.0547766}	{1,0.763973:0,0.677305}	{0,0.326612}	{0,1.78644}	{0,1.45771}	{0,1.13194}	{0,0.526816}	{0,0.24064}	{0,1.26761}	{0,0.528778}	{0,0.60859}	{0,0.299878}	{0,1.52124}	{0,0.144977}	{0,2.20971}	{0,0.280173}	{0,0.993666}	{0,1.02584}	{1,2.15068:0,1.29703}	{0,1.1315}	{0,0.198911}	{0,1.03951}	{1,0.884189}	{1,0.319126}	{1,0.199101}	{1,0.211005}	{1,0.112755}	{1,1.41247}	{1,0.103775}	{1,0.0834972}	{1,0.488464}	{1,0.06164}	{1,0.717056}	{1,0.627047}	{1,0.053437}	{1,1.19056}	{1,0.344596:0,3.67614}	{0,0.619423}	{0,0.748084}	{0,0.951333}	{0,1.95161}	{0,3.66105}	{0,3.79698}	{0,0.514249}	{0,0.650496}	{0,1.65621}	{0,2.00653}	{0,2.12527}	{0,1.99171}	{0,4.05857}	{0,1.47097}	{0,1.12572}	{0,6.38561}	{0,1.05799:1,3.1182}	{1,3.98935}	{1,1.19992}	{1,0}	(((species_1:{0,2.60897},species_2:{0,2.60897}):{0,4.67291},species_3:{0,7.28189}):{0,13.2278:1,4.10611},((species_4:{0,9.53126},species_5:{0,9.53126}):{0,4.78143:1,9.10321},((species_6:{0,11.2514},species_7:{0,11.2514}):{0,0.0450822:1,8.13003},(((((((((((((species_8:{0,3.79161},species_9:{1,0.572308:0,3.2193}):{0,0.228747},(species_10:{0,3.50453},(species_11:{1,1.1058:0,1.62316},species_12:{0,2.72896}):{0,0.775568}):{0,0.515824}):{0,0.0675634},species_13:{0,4.08792}):{0,0.232317},(((((((species_14:{1,0.630205},species_15:{1,0.630205}):{1,0.217701},(species_16:{1,0.384135},species_17:{1,0.384135}):{1,0.463772}):{1,0.931188},(species_18:{0,0.225034:1,0.988004},species_19:{1,1.21304}):{1,0.566056}):{1,0.396914},((((species_20:{0,0.140091:1,0.0266788},species_21:{1,0.16677}):{1,0.260019},species_22:{1,0.426789}):{1,0.442948},species_23:{1,0.869737}):{1,0.558768},(species_24:{0,0.681447},species_25:{0,0.681447}):{0,0.141249:1,0.605809}):{1,0.747504}):{1,0.338037:0,0.205161},species_26:{0,2.71921}):{0,0.71771},species_27:{0,3.43692}):{0,0.525567},species_28:{0,3.96248}):{0,0.357752}):{0,0.568301},(species_29:{0,2.79935},((species_30:{0,0.898695},species_31:{0,0.898695}):{0,0.904664},species_32:{0,1.80336}):{0,0.995994}):{0,2.08918}):{0,0.407481},((species_33:{0,0.615049},species_34:{0,0.615049}):{0,1.10929},species_35:{0,1.72434}):{0,3.57168}):{0,0.48448},((((((species_36:{1,0.256598},species_37:{1,0.256598}):{1,0.863195},((species_38:{1,0.364835},(species_39:{1,0.202488},species_40:{1,0.202488}):{1,0.162347}):{1,0.544635},(species_41:{1,0.679207},(species_42:{1,0.129258},species_43:{1,0.129258}):{1,0.549949}):{1,0.230264}):{1,0.210322}):{1,0.851639},species_44:{1,1.97143}):{1,0.0832154},species_45:{1,2.05465}):{1,2.03741:0,0.119566},(species_46:{0,3.91945},((species_47:{0,1.70574},species_48:{0,1.70574}):{0,0.235757},species_49:{1,1.36814:0,0.573356}):{0,1.97795}):{0,0.29218}):{0,0.111161},((((species_50:{0,1.27122},species_51:{0,1.27122}):{0,0.883738},species_52:{0,2.15495}):{0,0.0547766},(species_53:{1,0.768452},species_54:{1,0.768452}):{1,0.763973:0,0.677305}):{0,0.326612},species_55:{0,2.53634}):{0,1.78644}):{0,1.45771}):{0,1.13194},((((((species_56:{0,1.39186},(species_57:{0,0.865046},species_58:{0,0.865046}):{0,0.526816}):{0,0.24064},species_59:{0,1.6325}):{0,1.26761},species_60:{1,0.958107:0,1.942}):{0,0.528778},(((species_61:{0,1.46279},(species_62:{0,0.8542},species_63:{0,0.8542}):{0,0.60859}):{0,0.299878},species_64:{0,1.76267}):{0,1.52124},species_65:{0,3.28391}):{0,0.144977}):{0,2.20971},species_66:{0,5.6386}):{0,0.280173},species_67:{0,5.91877}):{0,0.993666}):{0,1.02584},(((species_68:{1,2.83164},species_69:{0,1.67573:1,1.15591}):{1,2.15068:0,1.29703},((species_70:{1,3.27151:0,1.67742},species_71:{0,0.820894:1,1.49025:0,2.63779}):{0,1.1315},species_72:{1,2.92269:0,3.15774}):{0,0.198911}):{0,1.03951},((((((((((species_73:{1,0.140681},species_74:{1,0.140681}):{1,0.884189},species_75:{1,1.02487}):{1,0.319126},species_76:{1,1.344}):{1,0.199101},species_77:{1,1.5431}):{1,0.211005},species_78:{1,1.7541}):{1,0.112755},(species_79:{1,0.454386},species_80:{1,0.454386}):{1,1.41247}):{1,0.103775},species_81:{1,1.97063}):{1,0.0834972},(((species_82:{1,0.876979},species_83:{1,0.876979}):{1,0.488464},species_84:{1,1.36544}):{1,0.06164},(species_85:{1,0.710027},species_86:{1,0.710027}):{1,0.717056}):{1,0.627047}):{1,0.053437},species_87:{1,2.10757}):{1,1.19056},species_88:{1,3.29812}):{1,0.344596:0,3.67614}):{0,0.619423}):{0,0.748084},species_89:{0,8.68636}):{0,0.951333},species_90:{0,9.63769}):{0,1.95161},species_91:{1,7.93982:0,3.64948}):{0,3.66105},(((species_92:{0,3.94204},species_93:{0,3.94204}):{0,3.79698},((((species_94:{0,1.61931},(species_95:{0,1.10506},species_96:{0,1.10506}):{0,0.514249}):{0,0.650496},(species_97:{0,0.613595},species_98:{0,0.613595}):{0,1.65621}):{0,2.00653},(species_99:{0,2.15107},species_100:{0,2.15107}):{0,2.12527}):{0,1.99171},(species_101:{0,2.20948},species_102:{0,2.20948}):{0,4.05857}):{0,1.47097}):{0,1.12572},species_103:{0,8.86475}):{0,6.38561}):{0,1.05799:1,3.1182}):{1,3.98935}):{1,1.19992});
